item_id	condition	binary_label	split	sentence	template_family	verb_lemma	object_lemma	violation_type	qc_notes
PLAUS_0091	incongruent	0	train	Last week she leaned two bolts	simple_past	lean	bolt		
PLAUS_0092	incongruent	0	train	Last week she rubbed three mud	simple_past	rub	mud		
PLAUS_0093	incongruent	0	train	Last week she rubbed two mud	simple_past	rub	mud		
PLAUS_0094	incongruent	0	train	Last week they banged one approval	simple_past	bang	approval		unseen_phase1:approval
PLAUS_0095	incongruent	0	train	Last week they banged three approvals	simple_past	bang	approval		unseen_phase1:approval
PLAUS_0096	incongruent	0	train	Last week they claimed two harm	simple_past	claim	harm		
PLAUS_0097	incongruent	0	train	Last week they danced three computers	simple_past	dance	computer		
PLAUS_0098	incongruent	0	train	Last week they destroyed one side	simple_past	destroy	side		
PLAUS_0099	incongruent	0	train	Last week they destroyed three sides	simple_past	destroy	side		
PLAUS_0100	incongruent	0	train	Last week they greeted one army	simple_past	greet	army		
PLAUS_0101	incongruent	0	train	Last week they greeted three armies	simple_past	greet	army		
PLAUS_0102	incongruent	0	train	Last week they greeted two armies	simple_past	greet	army		
PLAUS_0103	incongruent	0	train	Last week they inspected one pin	simple_past	inspect	pin		
PLAUS_0104	incongruent	0	train	Last week they inspected one trash	simple_past	inspect	trash		
PLAUS_0105	incongruent	0	train	Last week they inspected two pins	simple_past	inspect	pin		
PLAUS_0106	incongruent	0	train	Last week they leaned two bolts	simple_past	lean	bolt		
PLAUS_0107	incongruent	0	train	Last week they rubbed one mud	simple_past	rub	mud		
PLAUS_0108	incongruent	0	train	Last week they shattered one tongue	simple_past	shatter	tongue		
PLAUS_0109	incongruent	0	train	Last week they shattered three tongues	simple_past	shatter	tongue		
PLAUS_0110	incongruent	0	train	Last week they shattered two tongues	simple_past	shatter	tongue		
PLAUS_0111	incongruent	0	train	Last week they spared three grasses	simple_past	spare	grass		
PLAUS_0112	incongruent	0	train	Last week they spared two grasses	simple_past	spare	grass		
PLAUS_0113	incongruent	0	train	She does not bang one approval	do_negation	bang	approval		unseen_phase1:approval
PLAUS_0114	incongruent	0	train	She does not bang three approvals	do_negation	bang	approval		unseen_phase1:approval
PLAUS_0115	incongruent	0	train	She does not destroy one side	do_negation	destroy	side		
PLAUS_0116	incongruent	0	train	She does not destroy three sides	do_negation	destroy	side		
PLAUS_0117	incongruent	0	train	She does not escape two countries	do_negation	escape	country		
PLAUS_0118	incongruent	0	train	She does not greet two armies	do_negation	greet	army		
PLAUS_0119	incongruent	0	train	She does not inspect one pin	do_negation	inspect	pin		
PLAUS_0120	incongruent	0	train	She does not inspect two trash	do_negation	inspect	trash		
PLAUS_0121	incongruent	0	train	She does not lean two bolts	do_negation	lean	bolt		
PLAUS_0122	incongruent	0	train	She does not rub one mud	do_negation	rub	mud		
PLAUS_0123	incongruent	0	train	She does not rub three mud	do_negation	rub	mud		
PLAUS_0124	incongruent	0	train	She does not shatter one tongue	do_negation	shatter	tongue		
PLAUS_0125	incongruent	0	train	She is banging three approvals	be_progressive	bang	approval		unseen_phase1:approval
PLAUS_0126	incongruent	0	train	She is banging two approvals	be_progressive	bang	approval		unseen_phase1:approval
PLAUS_0127	incongruent	0	train	She is claiming one harm	be_progressive	claim	harm		
PLAUS_0128	incongruent	0	train	She is claiming three harm	be_progressive	claim	harm		
PLAUS_0129	incongruent	0	train	She is claiming two harm	be_progressive	claim	harm		
PLAUS_0130	incongruent	0	train	She is dancing three computers	be_progressive	dance	computer		
PLAUS_0131	incongruent	0	train	She is destroying three sides	be_progressive	destroy	side		
PLAUS_0132	incongruent	0	train	She is destroying two sides	be_progressive	destroy	side		
PLAUS_0133	incongruent	0	train	She is greeting one army	be_progressive	greet	army		
PLAUS_0134	incongruent	0	train	She is inspecting one trash	be_progressive	inspect	trash		
PLAUS_0135	incongruent	0	train	She is inspecting three trash	be_progressive	inspect	trash		
PLAUS_0136	incongruent	0	train	She is inspecting two trash	be_progressive	inspect	trash		
PLAUS_0137	incongruent	0	train	She is leaning three bolts	be_progressive	lean	bolt		
PLAUS_0138	incongruent	0	train	She is leaning two bolts	be_progressive	lean	bolt		
PLAUS_0139	incongruent	0	train	She is rubbing one mud	be_progressive	rub	mud		
PLAUS_0140	incongruent	0	train	She is rubbing three mud	be_progressive	rub	mud		
PLAUS_0141	incongruent	0	train	She is shattering three tongues	be_progressive	shatter	tongue		
PLAUS_0142	incongruent	0	train	She is sparing two grasses	be_progressive	spare	grass		
PLAUS_0143	incongruent	0	train	They are claiming one harm	be_progressive	claim	harm		
PLAUS_0144	incongruent	0	train	They are claiming three harm	be_progressive	claim	harm		
PLAUS_0145	incongruent	0	train	They are claiming two harm	be_progressive	claim	harm		
PLAUS_0146	incongruent	0	train	They are dancing four computers	be_progressive	dance	computer		
PLAUS_0147	incongruent	0	train	They are dancing one computer	be_progressive	dance	computer		
PLAUS_0148	incongruent	0	train	They are dancing two computers	be_progressive	dance	computer		
PLAUS_0149	incongruent	0	train	They are greeting one army	be_progressive	greet	army		
PLAUS_0150	incongruent	0	train	They are greeting three armies	be_progressive	greet	army		
PLAUS_0151	incongruent	0	train	They are greeting two armies	be_progressive	greet	army		
PLAUS_0152	incongruent	0	train	They are inspecting one pin	be_progressive	inspect	pin		
PLAUS_0153	incongruent	0	train	They are inspecting two trash	be_progressive	inspect	trash		
PLAUS_0154	incongruent	0	train	They are leaning five bolts	be_progressive	lean	bolt		
PLAUS_0155	incongruent	0	train	They are leaning one bolt	be_progressive	lean	bolt		
PLAUS_0156	incongruent	0	train	They are leaning three bolts	be_progressive	lean	bolt		
PLAUS_0157	incongruent	0	train	They are leaning two bolts	be_progressive	lean	bolt		
PLAUS_0158	incongruent	0	train	They are rubbing four mud	be_progressive	rub	mud		
PLAUS_0159	incongruent	0	train	They are rubbing three mud	be_progressive	rub	mud		
PLAUS_0160	incongruent	0	train	They are rubbing two mud	be_progressive	rub	mud		
PLAUS_0161	incongruent	0	train	They are shattering three tongues	be_progressive	shatter	tongue		
PLAUS_0162	incongruent	0	train	They are sparing one grass	be_progressive	spare	grass		
PLAUS_0163	incongruent	0	train	They are sparing three grasses	be_progressive	spare	grass		
PLAUS_0164	incongruent	0	train	They are sparing two grasses	be_progressive	spare	grass		
PLAUS_0165	incongruent	0	train	They do not bang three approvals	do_negation	bang	approval		unseen_phase1:approval
PLAUS_0166	incongruent	0	train	They do not claim one harm	do_negation	claim	harm		
PLAUS_0167	incongruent	0	train	They do not claim three harm	do_negation	claim	harm		
PLAUS_0168	incongruent	0	train	They do not dance one computer	do_negation	dance	computer		
PLAUS_0169	incongruent	0	train	They do not dance two computers	do_negation	dance	computer		
PLAUS_0170	incongruent	0	train	They do not escape one country	do_negation	escape	country		
PLAUS_0171	incongruent	0	train	They do not escape three countries	do_negation	escape	country		
PLAUS_0172	incongruent	0	train	They do not escape two countries	do_negation	escape	country		
PLAUS_0173	incongruent	0	train	They do not greet three armies	do_negation	greet	army		
PLAUS_0174	incongruent	0	train	They do not greet two armies	do_negation	greet	army		
PLAUS_0175	incongruent	0	train	They do not inspect two trash	do_negation	inspect	trash		
PLAUS_0176	incongruent	0	train	They do not lean one bolt	do_negation	lean	bolt		
PLAUS_0177	incongruent	0	train	They do not lean three bolts	do_negation	lean	bolt		
PLAUS_0178	incongruent	0	train	They do not lean two bolts	do_negation	lean	bolt		
PLAUS_0179	incongruent	0	train	They do not rub three mud	do_negation	rub	mud		
PLAUS_0180	incongruent	0	train	They do not shatter three tongues	do_negation	shatter	tongue		
PLAUS_0181	strong_congruence	1	train	Every day he knocks three doors	present_3s	knock	door		
PLAUS_0182	strong_congruence	1	train	Every day he screws one driver	present_3s	screw	driver		
PLAUS_0183	strong_congruence	1	train	Every day he screws three drivers	present_3s	screw	driver		
PLAUS_0184	strong_congruence	1	train	Every day he screws two drivers	present_3s	screw	driver		
PLAUS_0185	strong_congruence	1	train	Every day he steps one stair	present_3s	step	stair		
PLAUS_0186	strong_congruence	1	train	Every day he swaps four trades	present_3s	swap	trade		
PLAUS_0187	strong_congruence	1	train	Every day he swaps one trade	present_3s	swap	trade		
PLAUS_0188	strong_congruence	1	train	Every day he swaps two trades	present_3s	swap	trade		
PLAUS_0189	strong_congruence	1	train	Every day she screws two drivers	present_3s	screw	driver		
PLAUS_0190	strong_congruence	1	train	Every day she squints one eye	present_3s	squint	eye		
PLAUS_0191	strong_congruence	1	train	Every day she squints three eyes	present_3s	squint	eye		
PLAUS_0192	strong_congruence	1	train	Every day she steps one stair	present_3s	step	stair		
PLAUS_0193	strong_congruence	1	train	Every day she swaps one trade	present_3s	swap	trade		
PLAUS_0194	strong_congruence	1	train	Every day she swaps two trades	present_3s	swap	trade		
PLAUS_0195	strong_congruence	1	train	Every day she swears one curse	present_3s	swear	curse		
PLAUS_0196	strong_congruence	1	train	Every day they screw one driver	present_3s	screw	driver		
PLAUS_0197	strong_congruence	1	train	Every day they screw two drivers	present_3s	screw	driver		
PLAUS_0198	strong_congruence	1	train	Every day they squint two eyes	present_3s	squint	eye		
PLAUS_0199	strong_congruence	1	train	Every day they step one stair	present_3s	step	stair		
PLAUS_0200	strong_congruence	1	train	Every day they swap four trades	present_3s	swap	trade		
PLAUS_0201	strong_congruence	1	train	Every day they swap one trade	present_3s	swap	trade		
PLAUS_0202	strong_congruence	1	train	Every day they swap three trades	present_3s	swap	trade		
PLAUS_0203	strong_congruence	1	train	Every day they swear one curse	present_3s	swear	curse		
PLAUS_0204	strong_congruence	1	train	Every day they swear three curses	present_3s	swear	curse		
PLAUS_0205	strong_congruence	1	train	He does not screw one driver	do_negation	screw	driver		
PLAUS_0206	strong_congruence	1	train	He does not squint two eyes	do_negation	squint	eye		
PLAUS_0207	strong_congruence	1	train	He does not step five stairs	do_negation	step	stair		
PLAUS_0208	strong_congruence	1	train	He does not step one stair	do_negation	step	stair		
PLAUS_0209	strong_congruence	1	train	He does not step three stairs	do_negation	step	stair		
PLAUS_0210	strong_congruence	1	train	He does not step two stairs	do_negation	step	stair		
PLAUS_0211	strong_congruence	1	train	He does not swap one trade	do_negation	swap	trade		
PLAUS_0212	strong_congruence	1	train	He does not swear one curse	do_negation	swear	curse		
PLAUS_0213	strong_congruence	1	train	He does not swear two curses	do_negation	swear	curse		
PLAUS_0214	strong_congruence	1	train	He is knocking one door	be_progressive	knock	door		
PLAUS_0215	strong_congruence	1	train	He is squinting five eyes	be_progressive	squint	eye		
PLAUS_0216	strong_congruence	1	train	He is swapping one trade	be_progressive	swap	trade		
PLAUS_0217	strong_congruence	1	train	He is swapping two trades	be_progressive	swap	trade		
PLAUS_0218	strong_congruence	1	train	Last week he knocked one door	simple_past	knock	door		
PLAUS_0219	strong_congruence	1	train	Last week he screwed three drivers	simple_past	screw	driver		
PLAUS_0220	strong_congruence	1	train	Last week he squinted three eyes	simple_past	squint	eye		
PLAUS_0221	strong_congruence	1	train	Last week he stepped one stair	simple_past	step	stair		
PLAUS_0222	strong_congruence	1	train	Last week he stepped three stairs	simple_past	step	stair		
PLAUS_0223	strong_congruence	1	train	Last week he swapped one trade	simple_past	swap	trade		
PLAUS_0224	strong_congruence	1	train	Last week he swapped three trades	simple_past	swap	trade		
PLAUS_0225	strong_congruence	1	train	Last week she screwed four drivers	simple_past	screw	driver		
PLAUS_0226	strong_congruence	1	train	Last week she squinted one eye	simple_past	squint	eye		
PLAUS_0227	strong_congruence	1	train	Last week she squinted three eyes	simple_past	squint	eye		
PLAUS_0228	strong_congruence	1	train	Last week she squinted two eyes	simple_past	squint	eye		
PLAUS_0229	strong_congruence	1	train	Last week she stepped one stair	simple_past	step	stair		
PLAUS_0230	strong_congruence	1	train	Last week she swapped one trade	simple_past	swap	trade		
PLAUS_0231	strong_congruence	1	train	Last week she swapped three trades	simple_past	swap	trade		
PLAUS_0232	strong_congruence	1	train	Last week she swore one curse	simple_past	swear	curse		
PLAUS_0233	strong_congruence	1	train	Last week they knocked two doors	simple_past	knock	door		
PLAUS_0234	strong_congruence	1	train	Last week they screwed one driver	simple_past	screw	driver		
PLAUS_0235	strong_congruence	1	train	Last week they screwed three drivers	simple_past	screw	driver		
PLAUS_0236	strong_congruence	1	train	Last week they screwed two drivers	simple_past	screw	driver		
PLAUS_0237	strong_congruence	1	train	Last week they squinted three eyes	simple_past	squint	eye		
PLAUS_0238	strong_congruence	1	train	Last week they squinted two eyes	simple_past	squint	eye		
PLAUS_0239	strong_congruence	1	train	Last week they stepped four stairs	simple_past	step	stair		
PLAUS_0240	strong_congruence	1	train	Last week they swapped one trade	simple_past	swap	trade		
PLAUS_0241	strong_congruence	1	train	Last week they swore one curse	simple_past	swear	curse		
PLAUS_0242	strong_congruence	1	train	She does not knock three doors	do_negation	knock	door		
PLAUS_0243	strong_congruence	1	train	She does not squint three eyes	do_negation	squint	eye		
PLAUS_0244	strong_congruence	1	train	She does not step one stair	do_negation	step	stair		
PLAUS_0245	strong_congruence	1	train	She does not step two stairs	do_negation	step	stair		
PLAUS_0246	strong_congruence	1	train	She does not swap two trades	do_negation	swap	trade		
PLAUS_0247	strong_congruence	1	train	She does not swear six curses	do_negation	swear	curse		
PLAUS_0248	strong_congruence	1	train	She is knocking one door	be_progressive	knock	door		
PLAUS_0249	strong_congruence	1	train	She is knocking three doors	be_progressive	knock	door		
PLAUS_0250	strong_congruence	1	train	She is screwing one driver	be_progressive	screw	driver		
PLAUS_0251	strong_congruence	1	train	She is screwing two drivers	be_progressive	screw	driver		
PLAUS_0252	strong_congruence	1	train	She is squinting one eye	be_progressive	squint	eye		
PLAUS_0253	strong_congruence	1	train	She is squinting six eyes	be_progressive	squint	eye		
PLAUS_0254	strong_congruence	1	train	She is stepping three stairs	be_progressive	step	stair		
PLAUS_0255	strong_congruence	1	train	She is swapping three trades	be_progressive	swap	trade		
PLAUS_0256	strong_congruence	1	train	She is swapping two trades	be_progressive	swap	trade		
PLAUS_0257	strong_congruence	1	train	She is swearing one curse	be_progressive	swear	curse		
PLAUS_0258	strong_congruence	1	train	They are squinting three eyes	be_progressive	squint	eye		
PLAUS_0259	strong_congruence	1	train	They are stepping five stairs	be_progressive	step	stair		
PLAUS_0260	strong_congruence	1	train	They are stepping one stair	be_progressive	step	stair		
PLAUS_0261	strong_congruence	1	train	They are stepping three stairs	be_progressive	step	stair		
PLAUS_0262	strong_congruence	1	train	They are swapping one trade	be_progressive	swap	trade		
PLAUS_0263	strong_congruence	1	train	They are swapping three trades	be_progressive	swap	trade		
PLAUS_0264	strong_congruence	1	train	They are swapping two trades	be_progressive	swap	trade		
PLAUS_0265	strong_congruence	1	train	They are swearing two curses	be_progressive	swear	curse		
PLAUS_0266	strong_congruence	1	train	They do not knock three doors	do_negation	knock	door		
PLAUS_0267	strong_congruence	1	train	They do not squint one eye	do_negation	squint	eye		
PLAUS_0268	strong_congruence	1	train	They do not squint two eyes	do_negation	squint	eye		
PLAUS_0269	strong_congruence	1	train	They do not swap one trade	do_negation	swap	trade		
PLAUS_0270	strong_congruence	1	train	They do not swear five curses	do_negation	swear	curse		
PLAUS_0271	weak_congruence	1	train	Every day he dances five halls	present_3s	dance	hall		
PLAUS_0272	weak_congruence	1	train	Every day he dances four halls	present_3s	dance	hall		
PLAUS_0273	weak_congruence	1	train	Every day he dances one hall	present_3s	dance	hall		
PLAUS_0274	weak_congruence	1	train	Every day he dances three halls	present_3s	dance	hall		
PLAUS_0275	weak_congruence	1	train	Every day he dances two halls	present_3s	dance	hall		
PLAUS_0276	weak_congruence	1	train	Every day he fights one anger	present_3s	fight	anger		
PLAUS_0277	weak_congruence	1	train	Every day he fights two anger	present_3s	fight	anger		
PLAUS_0278	weak_congruence	1	train	Every day he screws two woods	present_3s	screw	wood		
PLAUS_0279	weak_congruence	1	train	Every day he shows two times	present_3s	show	time		
PLAUS_0280	weak_congruence	1	train	Every day he spares two ribs	present_3s	spare	rib		
PLAUS_0281	weak_congruence	1	train	Every day he squints one glare	present_3s	squint	glare		
PLAUS_0282	weak_congruence	1	train	Every day he squints two glare	present_3s	squint	glare		
PLAUS_0283	weak_congruence	1	train	Every day she dances one hall	present_3s	dance	hall		
PLAUS_0284	weak_congruence	1	train	Every day she dances three halls	present_3s	dance	hall		
PLAUS_0285	weak_congruence	1	train	Every day she dances two halls	present_3s	dance	hall		
PLAUS_0286	weak_congruence	1	train	Every day she fights one anger	present_3s	fight	anger		
PLAUS_0287	weak_congruence	1	train	Every day she fights two anger	present_3s	fight	anger		
PLAUS_0288	weak_congruence	1	train	Every day she screws two woods	present_3s	screw	wood		
PLAUS_0289	weak_congruence	1	train	Every day she shows two times	present_3s	show	time		
PLAUS_0290	weak_congruence	1	train	Every day she squints one glare	present_3s	squint	glare		
PLAUS_0291	weak_congruence	1	train	Every day she squints two glare	present_3s	squint	glare		
PLAUS_0292	weak_congruence	1	train	Every day they dance two halls	present_3s	dance	hall		
PLAUS_0293	weak_congruence	1	train	Every day they fight one anger	present_3s	fight	anger		
PLAUS_0294	weak_congruence	1	train	Every day they fight two anger	present_3s	fight	anger		
PLAUS_0295	weak_congruence	1	train	He does not dance two halls	do_negation	dance	hall		
PLAUS_0296	weak_congruence	1	train	He does not fight one anger	do_negation	fight	anger		
PLAUS_0297	weak_congruence	1	train	He does not fight two anger	do_negation	fight	anger		
PLAUS_0298	weak_congruence	1	train	He does not screw two woods	do_negation	screw	wood		
PLAUS_0299	weak_congruence	1	train	He does not show two times	do_negation	show	time		
PLAUS_0300	weak_congruence	1	train	He does not squint one glare	do_negation	squint	glare		
PLAUS_0301	weak_congruence	1	train	He does not squint two glare	do_negation	squint	glare		
PLAUS_0302	weak_congruence	1	train	He is dancing two halls	be_progressive	dance	hall		
PLAUS_0303	weak_congruence	1	train	He is fighting one anger	be_progressive	fight	anger		
PLAUS_0304	weak_congruence	1	train	He is fighting two anger	be_progressive	fight	anger		
PLAUS_0305	weak_congruence	1	train	He is screwing two woods	be_progressive	screw	wood		
PLAUS_0306	weak_congruence	1	train	He is showing two times	be_progressive	show	time		
PLAUS_0307	weak_congruence	1	train	He is squinting one glare	be_progressive	squint	glare		
PLAUS_0308	weak_congruence	1	train	He is squinting two glare	be_progressive	squint	glare		
PLAUS_0309	weak_congruence	1	train	Last week he danced two halls	simple_past	dance	hall		
PLAUS_0310	weak_congruence	1	train	Last week he screwed two woods	simple_past	screw	wood		
PLAUS_0311	weak_congruence	1	train	Last week he showed two times	simple_past	show	time		
PLAUS_0312	weak_congruence	1	train	Last week he squinted one glare	simple_past	squint	glare		
PLAUS_0313	weak_congruence	1	train	Last week he squinted two glare	simple_past	squint	glare		
PLAUS_0314	weak_congruence	1	train	Last week she danced two halls	simple_past	dance	hall		
PLAUS_0315	weak_congruence	1	train	Last week she screwed two woods	simple_past	screw	wood		
PLAUS_0316	weak_congruence	1	train	Last week she showed two times	simple_past	show	time		
PLAUS_0317	weak_congruence	1	train	Last week she squinted one glare	simple_past	squint	glare		
PLAUS_0318	weak_congruence	1	train	Last week she squinted three glare	simple_past	squint	glare		
PLAUS_0319	weak_congruence	1	train	Last week she squinted two glare	simple_past	squint	glare		
PLAUS_0320	weak_congruence	1	train	Last week they danced one hall	simple_past	dance	hall		
PLAUS_0321	weak_congruence	1	train	Last week they danced three halls	simple_past	dance	hall		
PLAUS_0322	weak_congruence	1	train	Last week they danced two halls	simple_past	dance	hall		
PLAUS_0323	weak_congruence	1	train	Last week they screwed two woods	simple_past	screw	wood		
PLAUS_0324	weak_congruence	1	train	Last week they showed two times	simple_past	show	time		
PLAUS_0325	weak_congruence	1	train	Last week they spared two ribs	simple_past	spare	rib		
PLAUS_0326	weak_congruence	1	train	Last week they squinted five glare	simple_past	squint	glare		
PLAUS_0327	weak_congruence	1	train	Last week they squinted four glare	simple_past	squint	glare		
PLAUS_0328	weak_congruence	1	train	Last week they squinted one glare	simple_past	squint	glare		
PLAUS_0329	weak_congruence	1	train	Last week they squinted six glare	simple_past	squint	glare		
PLAUS_0330	weak_congruence	1	train	Last week they squinted three glare	simple_past	squint	glare		
PLAUS_0331	weak_congruence	1	train	Last week they squinted two glare	simple_past	squint	glare		
PLAUS_0332	weak_congruence	1	train	She does not dance two halls	do_negation	dance	hall		
PLAUS_0333	weak_congruence	1	train	She does not fight one anger	do_negation	fight	anger		
