item_id	condition	binary_label	split	word1	word2	word1_ipa	word2_ipa	qc_notes
SOUND_0027	onset	1	train	gist	jerks	"[""d̠ʒ"", ""ɪ"", ""s"", ""t""]"	"[""d̠ʒ"", ""ɜː"", ""k"", ""s""]"	
SOUND_0028	onset	1	train	gist	jog	"[""d̠ʒ"", ""ɪ"", ""s"", ""t""]"	"[""d̠ʒ"", ""ɑ"", ""ɡ""]"	
SOUND_0029	onset	1	train	git	guise	"[""ɡ"", ""ɪ"", ""t""]"	"[""ɡ"", ""aɪ"", ""z""]"	unseen_phase1:guise
SOUND_0030	onset	1	train	give	glows	"[""ɡ"", ""ɪ"", ""v""]"	"[""ɡ"", ""l"", ""oʊ"", ""z""]"	
SOUND_0031	onset	1	train	glide	grab	"[""ɡ"", ""l"", ""aɪ"", ""d""]"	"[""ɡ"", ""ɹ"", ""æ"", ""b""]"	
SOUND_0032	onset	1	train	gone	grain	"[""ɡ"", ""ɔ"", ""n""]"	"[""ɡ"", ""ɹ"", ""eɪ"", ""n""]"	
SOUND_0033	onset	1	train	grad	grids	"[""ɡ"", ""ɹ"", ""æ"", ""d""]"	"[""ɡ"", ""ɹ"", ""ɪ"", ""d"", ""z""]"	unseen_phase1:grids
SOUND_0034	onset	1	train	grad	guise	"[""ɡ"", ""ɹ"", ""æ"", ""d""]"	"[""ɡ"", ""aɪ"", ""z""]"	unseen_phase1:guise
SOUND_0035	onset	1	train	grand	guts	"[""ɡ"", ""ɹ"", ""æ"", ""n"", ""d""]"	"[""ɡ"", ""ʌ"", ""t"", ""s""]"	
SOUND_0036	onset	1	train	had	hype	"[""h"", ""æ"", ""d""]"	"[""h"", ""aɪ"", ""p""]"	unseen_phase1:hype
SOUND_0037	onset	1	train	haze	hype	"[""h"", ""eɪ"", ""z""]"	"[""h"", ""aɪ"", ""p""]"	unseen_phase1:haze,hype
SOUND_0038	onset	1	train	heals	high	"[""h"", ""iː"", ""l"", ""z""]"	"[""h"", ""aɪ""]"	
SOUND_0039	onset	1	train	hex	hiss	"[""h"", ""ɛ"", ""k"", ""s""]"	"[""h"", ""ɪ"", ""s""]"	unseen_phase1:hex
SOUND_0040	onset	1	train	highs	hoots	"[""h"", ""aɪ"", ""z""]"	"[""h"", ""uː"", ""t"", ""s""]"	unseen_phase1:highs
SOUND_0041	onset	1	train	hips	hounds	"[""h"", ""ɪ"", ""p"", ""s""]"	"[""h"", ""aʊ"", ""n"", ""d"", ""z""]"	
SOUND_0042	onset	1	train	hit	hunts	"[""h"", ""ɪ"", ""t""]"	"[""h"", ""ʌ"", ""n"", ""t"", ""s""]"	
SOUND_0043	onset	1	train	hounds	hymn	"[""h"", ""aʊ"", ""n"", ""d"", ""z""]"	"[""h"", ""ɪ"", ""m""]"	unseen_phase1:hymn
SOUND_0044	onset	1	train	jest	joints	"[""d̠ʒ"", ""ɛ"", ""s"", ""t""]"	"[""d̠ʒ"", ""ɔɪ"", ""n"", ""t"", ""s""]"	
SOUND_0045	onset	1	train	jig	jocks	"[""d̠ʒ"", ""ɪ"", ""ɡ""]"	"[""d̠ʒ"", ""ɑ"", ""k"", ""s""]"	unseen_phase1:jocks
SOUND_0046	onset	1	train	jig	jug	"[""d̠ʒ"", ""ɪ"", ""ɡ""]"	"[""d̠ʒ"", ""ʌ"", ""ɡ""]"	
SOUND_0047	onset	1	train	jot	juke	"[""d̠ʒ"", ""ɑ"", ""t""]"	"[""d̠ʒ"", ""uː"", ""k""]"	unseen_phase1:jot,juke
SOUND_0048	onset	1	train	lark	lib	"[""l"", ""ɑ"", ""ɹ"", ""k""]"	"[""l"", ""ɪ"", ""b""]"	unseen_phase1:lib
SOUND_0049	onset	1	train	lbs	plight	"[""p"", ""aʊ"", ""n"", ""d"", ""z""]"	"[""p"", ""l"", ""aɪ"", ""t""]"	unseen_phase1:lbs,plight
SOUND_0050	onset	1	train	leaf	lice	"[""l"", ""iː"", ""f""]"	"[""l"", ""aɪ"", ""s""]"	
SOUND_0051	onset	1	train	man	moans	"[""m"", ""æ"", ""n""]"	"[""m"", ""oʊ"", ""n"", ""z""]"	
SOUND_0052	onset	1	train	mashed	med	"[""m"", ""æ"", ""ʃ"", ""t""]"	"[""m"", ""ɛ"", ""d""]"	
SOUND_0053	onset	1	train	may	moi	"[""m"", ""eɪ""]"	"[""m"", ""w"", ""ɑ""]"	
SOUND_0054	onset	1	train	med	mic	"[""m"", ""ɛ"", ""d""]"	"[""m"", ""aɪ"", ""k""]"	
SOUND_0055	onset	1	train	mid	moan	"[""m"", ""ɪ"", ""d""]"	"[""m"", ""oʊ"", ""n""]"	
SOUND_0056	onset	1	train	mince	moi	"[""m"", ""ɪ"", ""n"", ""s""]"	"[""m"", ""w"", ""ɑ""]"	
SOUND_0057	onset	1	train	mitt	mobs	"[""m"", ""ɪ"", ""t""]"	"[""m"", ""ɑ"", ""b"", ""z""]"	unseen_phase1:mobs
SOUND_0058	onset	1	train	nag	night	"[""n"", ""æ"", ""ɡ""]"	"[""n"", ""aɪ"", ""t""]"	
SOUND_0059	onset	1	train	needs	nine	"[""n"", ""iː"", ""d"", ""z""]"	"[""n"", ""aɪ"", ""n""]"	
SOUND_0060	onset	1	train	nor	now	"[""n"", ""ɔ"", ""ɹ""]"	"[""n"", ""aʊ""]"	
SOUND_0061	onset	1	train	par	paws	"[""p"", ""ɑ"", ""ɹ""]"	"[""p"", ""ɔ"", ""z""]"	
SOUND_0062	onset	1	train	past	pups	"[""p"", ""æ"", ""s"", ""t""]"	"[""p"", ""ʌ"", ""p"", ""s""]"	
SOUND_0063	onset	1	train	paved	poise	"[""p"", ""eɪ"", ""v"", ""d""]"	"[""p"", ""ɔɪ"", ""z""]"	
SOUND_0064	onset	1	train	pay	pi	"[""p"", ""eɪ""]"	"[""p"", ""aɪ""]"	
SOUND_0065	onset	1	train	piled	pours	"[""p"", ""aɪ"", ""l"", ""d""]"	"[""p"", ""ɔ"", ""ɹ"", ""z""]"	
SOUND_0066	onset	1	train	pips	pray	"[""p"", ""ɪ"", ""p"", ""s""]"	"[""p"", ""ɹ"", ""eɪ""]"	unseen_phase1:pips
SOUND_0067	onset	1	train	plumb	porn	"[""p"", ""l"", ""ʌ"", ""m""]"	"[""p"", ""ɔ"", ""ɹ"", ""n""]"	
SOUND_0068	onset	1	train	pox	prep	"[""p"", ""ɑ"", ""k"", ""s""]"	"[""p"", ""ɹ"", ""ɛ"", ""p""]"	unseen_phase1:prep
SOUND_0069	onset	1	train	rad	roots	"[""ɹ"", ""æ"", ""d""]"	"[""ɹ"", ""uː"", ""t"", ""s""]"	
SOUND_0070	onset	1	train	rail	rots	"[""ɹ"", ""eɪ"", ""l""]"	"[""ɹ"", ""ɑ"", ""t"", ""s""]"	
SOUND_0071	onset	1	train	rare	runs	"[""ɹ"", ""ɛ"", ""ɹ""]"	"[""ɹ"", ""ʌ"", ""n"", ""z""]"	
SOUND_0072	onset	1	train	rats	risks	"[""ɹ"", ""æ"", ""t"", ""s""]"	"[""ɹ"", ""ɪ"", ""s"", ""k"", ""s""]"	
SOUND_0073	onset	1	train	rims	rode	"[""ɹ"", ""ɪ"", ""m"", ""z""]"	"[""ɹ"", ""oʊ"", ""d""]"	
SOUND_0074	onset	1	train	sane	seal	"[""s"", ""eɪ"", ""n""]"	"[""s"", ""iː"", ""l""]"	
SOUND_0075	onset	1	train	scalps	soir	"[""s"", ""k"", ""æ"", ""l"", ""p"", ""s""]"	"[""s"", ""w"", ""ɑ"", ""ɹ""]"	unseen_phase1:scalps,soir
SOUND_0076	onset	1	train	scouts	spry	"[""s"", ""k"", ""aʊ"", ""t"", ""s""]"	"[""s"", ""p"", ""ɹ"", ""aɪ""]"	unseen_phase1:spry
SOUND_0077	onset	1	train	seas	spelled	"[""s"", ""iː"", ""z""]"	"[""s"", ""p"", ""ɛ"", ""l"", ""d""]"	
SOUND_0078	onset	1	train	self	smokes	"[""s"", ""ɛ"", ""l"", ""f""]"	"[""s"", ""m"", ""oʊ"", ""k"", ""s""]"	
SOUND_0079	onset	1	train	sink	smiles	"[""s"", ""ɪ"", ""ŋ"", ""k""]"	"[""s"", ""m"", ""aɪ"", ""l"", ""z""]"	
SOUND_0080	onset	1	train	skins	sled	"[""s"", ""k"", ""ɪ"", ""n"", ""z""]"	"[""s"", ""l"", ""ɛ"", ""d""]"	
SOUND_0081	onset	1	train	skins	slew	"[""s"", ""k"", ""ɪ"", ""n"", ""z""]"	"[""s"", ""l"", ""uː""]"	
SOUND_0082	onset	1	train	soir	stub	"[""s"", ""w"", ""ɑ"", ""ɹ""]"	"[""s"", ""t"", ""ʌ"", ""b""]"	unseen_phase1:soir
SOUND_0083	onset	1	train	spa	state	"[""s"", ""p"", ""ɑ""]"	"[""s"", ""t"", ""eɪ"", ""t""]"	
SOUND_0084	onset	1	train	strand	sums	"[""s"", ""t"", ""ɹ"", ""æ"", ""n"", ""d""]"	"[""s"", ""ʌ"", ""m"", ""z""]"	unseen_phase1:strand,sums
SOUND_0085	onset	1	train	teas	tout	"[""t"", ""iː"", ""z""]"	"[""t"", ""aʊ"", ""t""]"	
SOUND_0086	onset	1	train	took	tux	"[""t"", ""ʊ"", ""k""]"	"[""t"", ""ʌ"", ""k"", ""s""]"	unseen_phase1:tux
SOUND_0087	onset	1	train	used	yards	"[""j"", ""uː"", ""z"", ""d""]"	"[""j"", ""ɑ"", ""ɹ"", ""d"", ""z""]"	
SOUND_0088	onset	1	train	veil	views	"[""v"", ""eɪ"", ""l""]"	"[""v"", ""j"", ""uː"", ""z""]"	unseen_phase1:views
SOUND_0089	onset	1	train	vile	vow	"[""v"", ""aɪ"", ""l""]"	"[""v"", ""aʊ""]"	
SOUND_0090	onset	1	train	woe	words	"[""w"", ""oʊ""]"	"[""w"", ""ɜː"", ""d"", ""z""]"	
SOUND_0091	rhyme	1	train	ache	make	"[""eɪ"", ""k""]"	"[""m"", ""eɪ"", ""k""]"	
SOUND_0092	rhyme	1	train	ad	lad	"[""æ"", ""d""]"	"[""l"", ""æ"", ""d""]"	
SOUND_0093	rhyme	1	train	airs	fares	"[""ɛ"", ""ɹ"", ""z""]"	"[""f"", ""ɛ"", ""ɹ"", ""z""]"	
SOUND_0094	rhyme	1	train	bees	seas	"[""b"", ""iː"", ""z""]"	"[""s"", ""iː"", ""z""]"	
SOUND_0095	rhyme	1	train	best	test	"[""b"", ""ɛ"", ""s"", ""t""]"	"[""t"", ""ɛ"", ""s"", ""t""]"	
SOUND_0096	rhyme	1	train	bi	spry	"[""b"", ""aɪ""]"	"[""s"", ""p"", ""ɹ"", ""aɪ""]"	unseen_phase1:spry
SOUND_0097	rhyme	1	train	bib	lib	"[""b"", ""ɪ"", ""b""]"	"[""l"", ""ɪ"", ""b""]"	unseen_phase1:lib
SOUND_0098	rhyme	1	train	bind	mined	"[""b"", ""aɪ"", ""n"", ""d""]"	"[""m"", ""aɪ"", ""n"", ""d""]"	unseen_phase1:mined
SOUND_0099	rhyme	1	train	blind	mined	"[""b"", ""l"", ""aɪ"", ""n"", ""d""]"	"[""m"", ""aɪ"", ""n"", ""d""]"	unseen_phase1:mined
SOUND_0100	rhyme	1	train	blip	scrip	"[""b"", ""l"", ""ɪ"", ""p""]"	"[""s"", ""k"", ""ɹ"", ""ɪ"", ""p""]"	unseen_phase1:scrip
SOUND_0101	rhyme	1	train	bluffed	cuffed	"[""b"", ""l"", ""ʌ"", ""f"", ""t""]"	"[""k"", ""ʌ"", ""f"", ""t""]"	unseen_phase1:bluffed
SOUND_0102	rhyme	1	train	blur	per	"[""b"", ""l"", ""ɜː""]"	"[""p"", ""ɜː""]"	
SOUND_0103	rhyme	1	train	blurt	pert	"[""b"", ""l"", ""ɜː"", ""t""]"	"[""p"", ""ɜː"", ""t""]"	unseen_phase1:blurt,pert
SOUND_0104	rhyme	1	train	bore	soar	"[""b"", ""ɔ"", ""ɹ""]"	"[""s"", ""ɔ"", ""ɹ""]"	
SOUND_0105	rhyme	1	train	bran	clan	"[""b"", ""ɹ"", ""æ"", ""n""]"	"[""k"", ""l"", ""æ"", ""n""]"	unseen_phase1:clan
SOUND_0106	rhyme	1	train	brand	strand	"[""b"", ""ɹ"", ""æ"", ""n"", ""d""]"	"[""s"", ""t"", ""ɹ"", ""æ"", ""n"", ""d""]"	unseen_phase1:strand
SOUND_0107	rhyme	1	train	brew	que	"[""b"", ""ɹ"", ""uː""]"	"[""k"", ""w"", ""ɛ""]"	
SOUND_0108	rhyme	1	train	bump	jump	"[""b"", ""ʌ"", ""m"", ""p""]"	"[""d̠ʒ"", ""ʌ"", ""m"", ""p""]"	
SOUND_0109	rhyme	1	train	card	yard	"[""k"", ""ɑ"", ""ɹ"", ""d""]"	"[""j"", ""ɑ"", ""ɹ"", ""d""]"	
SOUND_0110	rhyme	1	train	caste	past	"[""k"", ""æ"", ""s"", ""t""]"	"[""p"", ""æ"", ""s"", ""t""]"	unseen_phase1:caste
SOUND_0111	rhyme	1	train	chore	fore	"[""t̠ʃ"", ""ɔ"", ""ɹ""]"	"[""f"", ""ɔ"", ""ɹ""]"	
SOUND_0112	rhyme	1	train	chore	oar	"[""t̠ʃ"", ""ɔ"", ""ɹ""]"	"[""ɔ"", ""ɹ""]"	
SOUND_0113	rhyme	1	train	chore	tore	"[""t̠ʃ"", ""ɔ"", ""ɹ""]"	"[""t"", ""ɔ"", ""ɹ""]"	
SOUND_0114	rhyme	1	train	chum	plumb	"[""t̠ʃ"", ""ʌ"", ""m""]"	"[""p"", ""l"", ""ʌ"", ""m""]"	
SOUND_0115	rhyme	1	train	chunk	junk	"[""t̠ʃ"", ""ʌ"", ""ŋ"", ""k""]"	"[""d̠ʒ"", ""ʌ"", ""ŋ"", ""k""]"	
SOUND_0116	rhyme	1	train	clamp	tramp	"[""k"", ""l"", ""æ"", ""m"", ""p""]"	"[""t"", ""ɹ"", ""æ"", ""m"", ""p""]"	
SOUND_0117	rhyme	1	train	clams	jams	"[""k"", ""l"", ""æ"", ""m"", ""z""]"	"[""d̠ʒ"", ""æ"", ""m"", ""z""]"	
SOUND_0118	rhyme	1	train	clock	shock	"[""k"", ""l"", ""ɑ"", ""k""]"	"[""ʃ"", ""ɑ"", ""k""]"	
SOUND_0119	rhyme	1	train	clones	zones	"[""k"", ""l"", ""oʊ"", ""n"", ""z""]"	"[""z"", ""oʊ"", ""n"", ""z""]"	unseen_phase1:clones,zones
SOUND_0120	rhyme	1	train	comes	sums	"[""k"", ""ʌ"", ""m"", ""z""]"	"[""s"", ""ʌ"", ""m"", ""z""]"	unseen_phase1:sums
SOUND_0121	rhyme	1	train	cones	zones	"[""k"", ""oʊ"", ""n"", ""z""]"	"[""z"", ""oʊ"", ""n"", ""z""]"	unseen_phase1:zones
SOUND_0122	rhyme	1	train	coon	toon	"[""k"", ""uː"", ""n""]"	"[""t"", ""uː"", ""n""]"	
SOUND_0123	rhyme	1	train	cores	pours	"[""k"", ""ɔ"", ""ɹ"", ""z""]"	"[""p"", ""ɔ"", ""ɹ"", ""z""]"	unseen_phase1:cores
SOUND_0124	rhyme	1	train	cot	hot	"[""k"", ""ɑ"", ""t""]"	"[""h"", ""ɑ"", ""t""]"	
SOUND_0125	rhyme	1	train	crew	goo	"[""k"", ""ɹ"", ""uː""]"	"[""ɡ"", ""uː""]"	
SOUND_0126	rhyme	1	train	cur	ur	"[""k"", ""ɜː""]"	"[""ɜː""]"	
SOUND_0127	rhyme	1	train	dawns	yawns	"[""d"", ""ɔ"", ""n"", ""z""]"	"[""j"", ""ɔ"", ""n"", ""z""]"	
SOUND_0128	rhyme	1	train	daze	haze	"[""d"", ""eɪ"", ""z""]"	"[""h"", ""eɪ"", ""z""]"	unseen_phase1:haze
SOUND_0129	rhyme	1	train	daze	trays	"[""d"", ""eɪ"", ""z""]"	"[""t"", ""ɹ"", ""eɪ"", ""z""]"	
SOUND_0130	rhyme	1	train	dips	pips	"[""d"", ""ɪ"", ""p"", ""s""]"	"[""p"", ""ɪ"", ""p"", ""s""]"	unseen_phase1:pips
SOUND_0131	rhyme	1	train	dips	skips	"[""d"", ""ɪ"", ""p"", ""s""]"	"[""s"", ""k"", ""ɪ"", ""p"", ""s""]"	
SOUND_0132	rhyme	1	train	dredge	hedge	"[""d"", ""ɹ"", ""ɛ"", ""d̠ʒ""]"	"[""h"", ""ɛ"", ""d̠ʒ""]"	unseen_phase1:dredge
SOUND_0133	rhyme	1	train	dredge	sledge	"[""d"", ""ɹ"", ""ɛ"", ""d̠ʒ""]"	"[""s"", ""l"", ""ɛ"", ""d̠ʒ""]"	unseen_phase1:dredge
SOUND_0134	rhyme	1	train	drum	plumb	"[""d"", ""ɹ"", ""ʌ"", ""m""]"	"[""p"", ""l"", ""ʌ"", ""m""]"	
SOUND_0135	rhyme	1	train	dry	lye	"[""d"", ""ɹ"", ""aɪ""]"	"[""l"", ""aɪ""]"	unseen_phase1:lye
SOUND_0136	rhyme	1	train	end	penned	"[""ɛ"", ""n"", ""d""]"	"[""p"", ""ɛ"", ""n"", ""d""]"	unseen_phase1:penned
SOUND_0137	rhyme	1	train	fail	veil	"[""f"", ""eɪ"", ""l""]"	"[""v"", ""eɪ"", ""l""]"	
SOUND_0138	rhyme	1	train	fees	seas	"[""f"", ""iː"", ""z""]"	"[""s"", ""iː"", ""z""]"	
SOUND_0139	rhyme	1	train	fees	seize	"[""f"", ""iː"", ""z""]"	"[""s"", ""iː"", ""z""]"	
SOUND_0140	rhyme	1	train	foil	oil	"[""f"", ""ɔɪ"", ""l""]"	"[""ɔɪ"", ""l""]"	
SOUND_0141	rhyme	1	train	franc	sank	"[""f"", ""ɹ"", ""æ"", ""ŋ"", ""k""]"	"[""s"", ""æ"", ""ŋ"", ""k""]"	unseen_phase1:franc
SOUND_0142	rhyme	1	train	glee	mee	"[""ɡ"", ""l"", ""iː""]"	"[""m"", ""iː""]"	
SOUND_0143	rhyme	1	train	goo	slew	"[""ɡ"", ""uː""]"	"[""s"", ""l"", ""uː""]"	
SOUND_0144	rhyme	1	train	grab	nab	"[""ɡ"", ""ɹ"", ""æ"", ""b""]"	"[""n"", ""æ"", ""b""]"	
SOUND_0145	rhyme	1	train	grab	scab	"[""ɡ"", ""ɹ"", ""æ"", ""b""]"	"[""s"", ""k"", ""æ"", ""b""]"	
SOUND_0146	rhyme	1	train	graph	staph	"[""ɡ"", ""ɹ"", ""æ"", ""f""]"	"[""s"", ""t"", ""æ"", ""f""]"	unseen_phase1:staph
SOUND_0147	rhyme	1	train	hams	jams	"[""h"", ""æ"", ""m"", ""z""]"	"[""d̠ʒ"", ""æ"", ""m"", ""z""]"	
SOUND_0148	rhyme	1	train	hash	sash	"[""h"", ""æ"", ""ʃ""]"	"[""s"", ""æ"", ""ʃ""]"	
SOUND_0149	rhyme	1	train	hee	pea	"[""h"", ""iː""]"	"[""p"", ""iː""]"	
SOUND_0150	rhyme	1	train	high	try	"[""h"", ""aɪ""]"	"[""t"", ""ɹ"", ""aɪ""]"	
SOUND_0151	rhyme	1	train	hind	mined	"[""h"", ""aɪ"", ""n"", ""d""]"	"[""m"", ""aɪ"", ""n"", ""d""]"	unseen_phase1:mined
SOUND_0152	rhyme	1	train	hop	plop	"[""h"", ""ɑ"", ""p""]"	"[""p"", ""l"", ""ɑ"", ""p""]"	
SOUND_0153	rhyme	1	train	hounds	lbs	"[""h"", ""aʊ"", ""n"", ""d"", ""z""]"	"[""p"", ""aʊ"", ""n"", ""d"", ""z""]"	unseen_phase1:lbs
SOUND_0154	rhyme	1	train	hymn	rim	"[""h"", ""ɪ"", ""m""]"	"[""ɹ"", ""ɪ"", ""m""]"	unseen_phase1:hymn
SOUND_0155	rhyme	1	train	hype	pipe	"[""h"", ""aɪ"", ""p""]"	"[""p"", ""aɪ"", ""p""]"	unseen_phase1:hype
SOUND_0156	rhyme	1	train	jacked	lacked	"[""d̠ʒ"", ""æ"", ""k"", ""t""]"	"[""l"", ""æ"", ""k"", ""t""]"	unseen_phase1:jacked
SOUND_0157	rhyme	1	train	jails	rails	"[""d̠ʒ"", ""eɪ"", ""l"", ""z""]"	"[""ɹ"", ""eɪ"", ""l"", ""z""]"	unseen_phase1:jails
SOUND_0158	rhyme	1	train	jams	lambs	"[""d̠ʒ"", ""æ"", ""m"", ""z""]"	"[""l"", ""æ"", ""m"", ""z""]"	
SOUND_0159	rhyme	1	train	jet	net	"[""d̠ʒ"", ""ɛ"", ""t""]"	"[""n"", ""ɛ"", ""t""]"	
SOUND_0160	rhyme	1	train	jocks	pox	"[""d̠ʒ"", ""ɑ"", ""k"", ""s""]"	"[""p"", ""ɑ"", ""k"", ""s""]"	unseen_phase1:jocks
SOUND_0161	rhyme	1	train	lag	wag	"[""l"", ""æ"", ""ɡ""]"	"[""w"", ""æ"", ""ɡ""]"	unseen_phase1:lag
SOUND_0162	rhyme	1	train	lore	tore	"[""l"", ""ɔ"", ""ɹ""]"	"[""t"", ""ɔ"", ""ɹ""]"	
SOUND_0163	rhyme	1	train	make	steak	"[""m"", ""eɪ"", ""k""]"	"[""s"", ""t"", ""eɪ"", ""k""]"	
SOUND_0164	rhyme	1	train	moan	shone	"[""m"", ""oʊ"", ""n""]"	"[""ʃ"", ""ɑ"", ""n""]"	
SOUND_0165	rhyme	1	train	moi	trois	"[""m"", ""w"", ""ɑ""]"	"[""t"", ""w"", ""ɑ""]"	unseen_phase1:trois
SOUND_0166	rhyme	1	train	nor	tor	"[""n"", ""ɔ"", ""ɹ""]"	"[""t"", ""ɔ"", ""ɹ""]"	
SOUND_0167	rhyme	1	train	phone	scone	"[""f"", ""oʊ"", ""n""]"	"[""s"", ""k"", ""oʊ"", ""n""]"	unseen_phase1:scone
SOUND_0168	rhyme	1	train	plan	tan	"[""p"", ""l"", ""æ"", ""n""]"	"[""t"", ""æ"", ""n""]"	
SOUND_0169	rhyme	1	train	plots	pots	"[""p"", ""l"", ""ɑ"", ""t"", ""s""]"	"[""p"", ""ɑ"", ""t"", ""s""]"	unseen_phase1:plots
SOUND_0170	rhyme	1	train	prose	throes	"[""p"", ""ɹ"", ""oʊ"", ""z""]"	"[""θ"", ""ɹ"", ""oʊ"", ""z""]"	unseen_phase1:prose,throes
SOUND_0171	rhyme	1	train	rust	trust	"[""ɹ"", ""ʌ"", ""s"", ""t""]"	"[""t"", ""ɹ"", ""ʌ"", ""s"", ""t""]"	
SOUND_0172	rhyme	1	train	scarred	yard	"[""s"", ""k"", ""ɑ"", ""ɹ"", ""d""]"	"[""j"", ""ɑ"", ""ɹ"", ""d""]"	
SOUND_0173	rhyme	1	train	shrill	swill	"[""ʃ"", ""ɹ"", ""ɪ"", ""l""]"	"[""s"", ""w"", ""ɪ"", ""l""]"	
SOUND_0174	rhyme	1	train	sink	think	"[""s"", ""ɪ"", ""ŋ"", ""k""]"	"[""θ"", ""ɪ"", ""ŋ"", ""k""]"	
SOUND_0175	rhyme	1	train	slag	wag	"[""s"", ""l"", ""æ"", ""ɡ""]"	"[""w"", ""æ"", ""ɡ""]"	
SOUND_0176	rhyme	1	train	soar	war	"[""s"", ""ɔ"", ""ɹ""]"	"[""w"", ""ɔ"", ""ɹ""]"	
SOUND_0177	rhyme	1	train	spout	stout	"[""s"", ""p"", ""aʊ"", ""t""]"	"[""s"", ""t"", ""aʊ"", ""t""]"	
SOUND_0178	rhyme	1	train	squeal	teal	"[""s"", ""k"", ""w"", ""iː"", ""l""]"	"[""t"", ""iː"", ""l""]"	
SOUND_0179	rhyme	1	train	squint	stint	"[""s"", ""k"", ""w"", ""ɪ"", ""n"", ""t""]"	"[""s"", ""t"", ""ɪ"", ""n"", ""t""]"	unseen_phase1:stint
