item_id	task	condition	binary_label	split	stimulus_origin	adaptation_eligibility	original_trial_type	original_stimulus_file	source_resource	source_record_id	word1	word2	sentence	word1_ipa	word2_ipa	sentence_ipa	template_id	critical_word	critical_region	association_forward	association_backward	word1_subtlex	word2_subtlex	mean_content_subtlex	word1_n_phonemes	word2_n_phonemes	sentence_n_phonemes	word1_n_syllables	word2_n_syllables	childes_count_word1	childes_count_word2	subject	verb_lemma	verb_surface	object_lemma	object_surface	number_word	negation	overlap_ds003604_exact	overlap_ds003604_critical_vocab	qc_pass	qc_notes	shared_onset	shared_rime	shared_phoneme_count	phonological_relation_verified	cue	target	FSG	BSG	verb_object_FSG	verb_object_BSG	congruence_level	template_family	grammar_subtype	violation_type	violation_location	expected_form	observed_form	childes_count_verb	childes_count_object	content_word_childes_counts
MEANING_0020	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.D-F:1870	differ	same		"[""d"", ""ɪ"", ""f"", ""ə"", ""ɹ""]"	"[""s"", ""eɪ"", ""m""]"					0.458	0.0	3.385851509064299	5.620319805550606	4.5030856573074525	4	3		2	1	2	3016								0	0	1						differ	same	0.458	0.0												
MEANING_0021	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.D-F:2043	dime	nickel		"[""d"", ""aɪ"", ""m""]"	"[""n"", ""ɪ"", ""k"", ""ə"", ""l""]"					0.527	0.469	4.08130493967748	3.9269070940627953	4.0041060168701375	3	5		1	2	216	227								0	0	1						dime	nickel	0.527	0.469												
MEANING_0022	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.D-F:5670	esteem	self		"[""ɛ"", ""s"", ""t"", ""iː"", ""m""]"	"[""s"", ""ɛ"", ""l"", ""f""]"					0.584	0.028	3.226928275145631	4.150967021471702	3.688947648308667	5	4		2	1	1	230								0	0	1						esteem	self	0.584	0.028												
MEANING_0023	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.D-F:7083	famished	hungry		"[""f"", ""æ"", ""m"", ""ɪ"", ""ʃ"", ""t""]"	"[""h"", ""ʌ"", ""ŋ"", ""ɡ"", ""ɹ"", ""i""]"					0.643	0.037	3.1557526840225196	4.886932867722153	4.021342775872336	6	6		2	2	0	4526								0	0	1	unseen_phase1:famished					famished	hungry	0.643	0.037												
MEANING_0024	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.D-F:8441	flee	run		"[""f"", ""l"", ""iː""]"	"[""ɹ"", ""ʌ"", ""n""]"					0.592	0.0	3.6597857449280826	5.544748756843717	4.6022672508859	3	3		1	1	9	2028								0	0	1						flee	run	0.592	0.0												
MEANING_0025	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.D-F:8474	flex	muscle		"[""f"", ""l"", ""ɛ"", ""k"", ""s""]"	"[""m"", ""ʌ"", ""s"", ""ə"", ""l""]"					0.458	0.055	2.9913998282380825	4.1337892943569186	3.5625945612975007	5	5		1	2	0	97								0	0	1	unseen_phase1:flex					flex	muscle	0.458	0.055												
MEANING_0026	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.D-F:8699	flu	sick		"[""f"", ""l"", ""uː""]"	"[""s"", ""ɪ"", ""k""]"					0.585	0.024	3.9398127940166834	5.21861787300927	4.579215333512977	3	3		1	1	22	1417								0	0	1						flu	sick	0.585	0.024												
MEANING_0027	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.D-F:8731	flunk	fail		"[""f"", ""l"", ""ʌ"", ""ŋ"", ""k""]"	"[""f"", ""eɪ"", ""l""]"					0.621	0.089	3.256217651247619	4.390727360396761	3.82347250582219	5	3		1	1	2	12								0	0	1						flunk	fail	0.621	0.089												
MEANING_0028	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.D-F:9659	freckle	face		"[""f"", ""ɹ"", ""ɛ"", ""k"", ""ə"", ""l""]"	"[""f"", ""eɪ"", ""s""]"					0.448	0.0	2.769551078621726	5.461133504151141	4.115342291386433	6	3		2	1	27	3222								0	0	1						freckle	face	0.448	0.0												
MEANING_0029	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.D-F:9749	freezer	cold		"[""f"", ""ɹ"", ""iː"", ""z"", ""ə"", ""ɹ""]"	"[""k"", ""oʊ"", ""l"", ""d""]"					0.517	0.0	3.7123855723918213	5.114467071974649	4.413426322183235	5	4		2	1	45	3308								0	0	1						freezer	cold	0.517	0.0												
MEANING_0030	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.G-K:1037	goblin	ghost		"[""ɡ"", ""ɑ"", ""b"", ""l"", ""ɪ"", ""n""]"	"[""ɡ"", ""oʊ"", ""s"", ""t""]"					0.445	0.073	2.973671061277651	4.563341463312545	3.768506262295098	6	4		2	1	46	255								0	0	1						goblin	ghost	0.445	0.073												
MEANING_0031	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.G-K:1621	grasp	hold		"[""ɡ"", ""ɹ"", ""æ"", ""s"", ""p""]"	"[""h"", ""oʊ"", ""l"", ""d""]"					0.533	0.108	3.6597857449280826	5.6402085409674285	4.649997142947756	5	4		1	1	9	6360								0	0	1						grasp	hold	0.533	0.108												
MEANING_0032	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.G-K:4219	hobo	bum		"[""h"", ""oʊ"", ""b"", ""oʊ""]"	"[""b"", ""ʌ"", ""m""]"					0.682	0.128	3.251471216223157	4.188404556261128	3.7199378862421426	4	3		2	1	3	292								0	0	1						hobo	bum	0.682	0.128												
MEANING_0033	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.G-K:4626	horizon	sun		"[""h"", ""ə"", ""ɹ"", ""ɹ"", ""aɪ"", ""z"", ""ə"", ""n""]"	"[""s"", ""ʌ"", ""n""]"					0.412	0.0	3.6503646709025173	4.843025031391392	4.246694851146954	6	3		3	1	5	1510								0	0	1						horizon	sun	0.412	0.0												
MEANING_0034	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.G-K:4996	hum	sing		"[""h"", ""ʌ"", ""m""]"	"[""s"", ""ɪ"", ""ŋ""]"					0.486	0.033	3.6833649310054426	4.989397464646087	4.336381197825765	3	3		1	1	713	2560								0	0	1						hum	sing	0.486	0.033												
MEANING_0035	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.G-K:6327	insane	crazy		"[""ɪ"", ""n"", ""s"", ""eɪ"", ""n""]"	"[""k"", ""ɹ"", ""eɪ"", ""z"", ""i""]"					0.523	0.209	4.587556909154255	5.435006984822598	5.011281946988427	5	5		2	2	9	671								0	0	1						insane	crazy	0.523	0.209												
MEANING_0036	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.G-K:7164	jam	jelly		"[""d̠ʒ"", ""æ"", ""m""]"	"[""d̠ʒ"", ""ɛ"", ""l"", ""i""]"					0.453	0.213	4.131278914639319	3.852336448938176	3.991807681788748	3	4		1	2	269	664								0	0	1						jam	jelly	0.453	0.213												
MEANING_0037	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.L-O:44	labor	work		"[""l"", ""eɪ"", ""b"", ""ə"", ""ɹ""]"	"[""w"", ""ɜː"", ""k""]"					0.69	0.02	4.085521424078644	5.902013562370102	4.993767493224373	4	3		2	1	7	4417								0	0	1						labor	work	0.69	0.02												
MEANING_0038	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.L-O:687	leap	jump		"[""l"", ""iː"", ""p""]"	"[""d̠ʒ"", ""ʌ"", ""m"", ""p""]"					0.522	0.067	3.8239087409443187	4.844001797576317	4.3339552692603185	3	4		1	1	48	2805								0	0	1						leap	jump	0.522	0.067												
MEANING_0039	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.L-O:2178	lost	found		"[""l"", ""ɔ"", ""s"", ""t""]"	"[""f"", ""aʊ"", ""n"", ""d""]"					0.747	0.813	5.437750562820388	5.597695185925512	5.51772287437295	4	4		1	1	1316	2904								0	0	1						lost	found	0.747	0.813												
MEANING_0040	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.L-O:2891	male	female		"[""m"", ""eɪ"", ""l""]"	"[""f"", ""iː"", ""m"", ""eɪ"", ""l""]"					0.648	0.552	4.530726891777458	4.499794861371136	4.515260876574297	3	5		1	2	202	187								0	0	1						male	female	0.648	0.552												
MEANING_0041	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.L-O:3756	meal	food		"[""m"", ""iː"", ""l""]"	"[""f"", ""uː"", ""d""]"					0.488	0.017	4.460337633903544	5.1887355313681445	4.824536582635844	3	3		1	1	214	6222								0	0	1						meal	food	0.488	0.017												
MEANING_0042	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.L-O:4053	medium	large		"[""m"", ""iː"", ""d"", ""iə"", ""m""]"	"[""l"", ""ɑ"", ""ɹ"", ""d̠ʒ""]"					0.432	0.0	3.851138394435229	4.617534806873471	4.23433660065435	6	4		3	1	86	188								0	0	1						medium	large	0.432	0.0												
MEANING_0043	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.L-O:4820	miner	coal		"[""m"", ""aɪ"", ""n"", ""ə"", ""ɹ""]"	"[""k"", ""oʊ"", ""l""]"					0.5	0.051	3.16166154363304	3.817474630938909	3.4895680872859742	4	3		2	1	5	78								0	0	1						miner	coal	0.5	0.051												
MEANING_0044	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.L-O:5368	molten	lava		"[""m"", ""oʊ"", ""l"", ""t"", ""ə"", ""n""]"	"[""l"", ""ɑ"", ""v"", ""ə""]"					0.453	0.026	3.063281835544208	3.5379424917162137	3.300612163630211	6	4		2	2	0	21								0	0	1	unseen_phase1:molten					molten	lava	0.453	0.026												
MEANING_0045	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.L-O:5717	more	less		"[""m"", ""ɔ"", ""ɹ""]"	"[""l"", ""ɛ"", ""s""]"					0.63	0.629	6.1134714640149515	5.045706394086482	5.579588929050717	3	3		1	1	26063	161								0	0	1						more	less	0.63	0.629												
MEANING_0046	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.L-O:5830	mother	father		"[""m"", ""ʌ"", ""ð"", ""ə"", ""ɹ""]"	"[""f"", ""ɑ"", ""ð"", ""ə"", ""ɹ""]"					0.597	0.706	5.6811702684266745	5.7438938718076695	5.712532070117172	4	4		2	2	2706	802								0	0	1						mother	father	0.597	0.706												
MEANING_0047	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.L-O:7156	niece	nephew		"[""n"", ""iː"", ""s""]"	"[""n"", ""ɛ"", ""f"", ""j"", ""uː""]"					0.658	0.476	3.979066093164357	4.219800186941088	4.099433140052723	3	5		1	2	29	22								0	0	1						niece	nephew	0.658	0.476												
MEANING_0048	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.L-O:9176	owe	money		"[""oʊ""]"	"[""m"", ""ʌ"", ""n"", ""i""]"					0.473	0.0	4.870151348411085	5.806698582254281	5.338424965332683	1	4		1	2	81	2700								0	0	1						owe	money	0.473	0.0												
MEANING_0049	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.P-R:602	parrot	bird		"[""p"", ""æ"", ""ɹ"", ""ə"", ""t""]"	"[""b"", ""ɜː"", ""d""]"					0.628	0.056	3.515146295049647	4.6575432555296405	4.086344775289644	5	3		2	1	440	4830								0	0	1						parrot	bird	0.628	0.056												
MEANING_0050	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.P-R:1503	perch	bird		"[""p"", ""ɜː"", ""t̠ʃ""]"	"[""b"", ""ɜː"", ""d""]"					0.547	0.0	2.9913998282380825	4.6575432555296405	3.8244715418838613	3	3		1	1	16	4830								0	0	1						perch	bird	0.547	0.0												
MEANING_0051	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.P-R:1801	petals	flower		"[""p"", ""ɛ"", ""t"", ""ə"", ""l"", ""z""]"	"[""f"", ""l"", ""aʊ"", ""ə"", ""ɹ""]"					0.748	0.079	3.1789205490745456	4.357262043640637	3.7680912963575914	6	4		2	2	21	1219								0	0	1						petals	flower	0.748	0.079												
MEANING_0052	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.P-R:2307	pine	tree		"[""p"", ""aɪ"", ""n""]"	"[""t"", ""ɹ"", ""iː""]"					0.642	0.014	3.7921169065204676	4.812913356642856	4.302515131581662	3	3		1	1	156	2858								0	0	1						pine	tree	0.642	0.014												
MEANING_0053	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.P-R:2876	plaything	toy		"[""p"", ""l"", ""eɪ"", ""θ"", ""ɪ"", ""ŋ""]"	"[""t"", ""ɔɪ""]"					0.664	0.028	2.6903698325741012	4.226422987733306	3.4583964101537035	6	2		2	1	0	2851								0	0	1	unseen_phase1:plaything					plaything	toy	0.664	0.028												
MEANING_0054	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.P-R:2900	plead	beg		"[""p"", ""l"", ""iː"", ""d""]"	"[""b"", ""ɛ"", ""ɡ""]"					0.493	0.25	3.845098040014257	4.7074031718728815	4.276250605943569	4	3		1	1	0	24								0	0	1	unseen_phase1:plead					plead	beg	0.493	0.25												
MEANING_0055	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.P-R:4810	prison	jail		"[""p"", ""ɹ"", ""ɪ"", ""z"", ""ə"", ""n""]"	"[""d̠ʒ"", ""eɪ"", ""l""]"					0.424	0.261	4.819801906729675	4.848973532385578	4.834387719557627	6	3		2	1	13	228								0	0	1						prison	jail	0.424	0.261												
MEANING_0056	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.P-R:5757	pun	joke		"[""p"", ""ʌ"", ""n""]"	"[""d̠ʒ"", ""oʊ"", ""k""]"					0.575	0.0	3.2655576775017625	4.8634394962113685	4.0644985868565655	3	3		1	1	10	226								0	0	1						pun	joke	0.575	0.0												
MEANING_0057	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.P-R:5855	purchase	buy		"[""p"", ""ɜː"", ""t̠ʃ"", ""ɪ"", ""s""]"	"[""b"", ""aɪ""]"					0.577	0.133	3.8043131848809377	5.2842758775469605	4.544294531213949	5	2		2	1	6	2776								0	0	1						purchase	buy	0.577	0.133												
MEANING_0058	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.P-R:6025	quail	bird		"[""k"", ""w"", ""eɪ"", ""l""]"	"[""b"", ""ɜː"", ""d""]"					0.569	0.0	3.1249387366083	4.6575432555296405	3.8912409960689702	4	3		1	1	13	4830								0	0	1						quail	bird	0.569	0.0												
MEANING_0059	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.P-R:6100	quench	thirst		"[""k"", ""w"", ""ɛ"", ""n"", ""t̠ʃ""]"	"[""θ"", ""ɜː"", ""s"", ""t""]"					0.815	0.097	2.7975798022219696	3.5711834248548926	3.184381613538431	5	4		1	1	2	9								0	0	1						quench	thirst	0.815	0.097												
MEANING_0060	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.P-R:7396	reflection	mirror		"[""ɹ"", ""ɪ"", ""f"", ""l"", ""ɛ"", ""k"", ""ʃ"", ""ə"", ""n""]"	"[""m"", ""ɪ"", ""ɹ"", ""ə"", ""ɹ""]"					0.715	0.383	3.7006697892139133	4.383392900497795	4.042031344855854	9	4		3	2	25	535								0	0	1						reflection	mirror	0.715	0.383												
MEANING_0061	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.P-R:7407	refrain	stop		"[""ɹ"", ""ɪ"", ""f"", ""ɹ"", ""eɪ"", ""n""]"	"[""s"", ""t"", ""ɑ"", ""p""]"					0.514	0.0	3.309463163200844	5.849588006377395	4.57952558478912	6	4		2	1	0	5089								0	0	1	unseen_phase1:refrain					refrain	stop	0.514	0.0												
MEANING_0062	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.P-R:7872	remove	take		"[""ɹ"", ""ɪ"", ""m"", ""uː"", ""v""]"	"[""t"", ""eɪ"", ""k""]"					0.446	0.0	4.327459106104431	6.276700535180079	5.3020798206422555	5	3		2	1	19	17928								0	0	1						remove	take	0.446	0.0												
MEANING_0063	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.P-R:9091	roast	beef		"[""ɹ"", ""oʊ"", ""s"", ""t""]"	"[""b"", ""iː"", ""f""]"					0.494	0.085	3.9905303695254535	4.2945958856585715	4.1425631275920125	4	3		1	1	149	258								0	0	1						roast	beef	0.494	0.085												
MEANING_0064	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.S:289	saloon	bar		"[""s"", ""ə"", ""l"", ""uː"", ""n""]"	"[""b"", ""ɑ"", ""ɹ""]"					0.571	0.0	3.710731115221809	4.934399421604123	4.322565268412966	5	3		2	1	4	223								0	0	1						saloon	bar	0.571	0.0												
MEANING_0065	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.S:479	sauce	spaghetti		"[""s"", ""ɔ"", ""s""]"	"[""s"", ""p"", ""ə"", ""ɡ"", ""ɛ"", ""t"", ""i""]"					0.468	0.247	4.192796952558534	3.7724367668592143	3.982616859708874	3	7		1	3	597	1341								0	0	1						sauce	spaghetti	0.468	0.247												
MEANING_0066	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.S:1348	search	find		"[""s"", ""ɜː"", ""t̠ʃ""]"	"[""f"", ""aɪ"", ""n"", ""d""]"					0.491	0.022	4.684598973391799	5.9195805285277645	5.302089750959782	3	4		1	1	33	7188								0	0	1						search	find	0.491	0.022												
MEANING_0067	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.S:1963	server	waiter		"[""s"", ""ɜː"", ""v"", ""ə"", ""ɹ""]"	"[""w"", ""eɪ"", ""t"", ""ə"", ""ɹ""]"					0.467	0.108	3.5934598195660445	4.12044488812604	3.8569523538460424	4	4		2	2	4	20								0	0	1						server	waiter	0.467	0.108												
MEANING_0068	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.S:2837	shrink	small		"[""ʃ"", ""ɹ"", ""ɪ"", ""ŋ"", ""k""]"	"[""s"", ""m"", ""ɔ"", ""l""]"					0.486	0.0	4.053605637057795	5.096773742381929	4.575189689719862	5	4		1	1	15	2187								0	0	1						shrink	small	0.486	0.0												
MEANING_0069	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.S:3642	sky	blue		"[""s"", ""k"", ""aɪ""]"	"[""b"", ""l"", ""uː""]"					0.522	0.284	4.6513160283079324	5.010266691388989	4.830791359848461	3	3		1	1	522	6759								0	0	1						sky	blue	0.522	0.284												
MEANING_0070	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.S:3654	skyscraper	building		"[""s"", ""k"", ""aɪ"", ""s"", ""k"", ""ɹ"", ""eɪ"", ""p"", ""ə"", ""ɹ""]"	"[""b"", ""ɪ"", ""l"", ""d"", ""ɪ"", ""ŋ""]"					0.432	0.017	2.894489815230026	4.998122520439767	3.9463061678348965	9	6		3	2	10	919								0	0	1						skyscraper	building	0.432	0.017												
MEANING_0071	Meaning	high_association	1	train					USF Appendix A	USF:Cue_Target_Pairs.S:3679	slacks	pants		"[""s"", ""l"", ""æ"", ""k"", ""s""]"	"[""p"", ""æ"", ""n"", ""t"", ""s""]"					0.644	0.011	3.040617850908264	4.768971632929492	3.904794741918878	5	5		1	1	23	2008								0	0	1						slacks	pants	0.644	0.011												
