item_id	task	condition	binary_label	split	stimulus_origin	adaptation_eligibility	original_trial_type	original_stimulus_file	source_resource	source_record_id	word1	word2	sentence	word1_ipa	word2_ipa	sentence_ipa	template_id	critical_word	critical_region	association_forward	association_backward	word1_subtlex	word2_subtlex	mean_content_subtlex	word1_n_phonemes	word2_n_phonemes	sentence_n_phonemes	word1_n_syllables	word2_n_syllables	childes_count_word1	childes_count_word2	subject	verb_lemma	verb_surface	object_lemma	object_surface	number_word	negation	overlap_ds003604_exact	overlap_ds003604_critical_vocab	qc_pass	qc_notes	shared_onset	shared_rime	shared_phoneme_count	phonological_relation_verified	cue	target	FSG	BSG	verb_object_FSG	verb_object_BSG	congruence_level	template_family	grammar_subtype	violation_type	violation_location	expected_form	observed_form	childes_count_verb	childes_count_object	content_word_childes_counts
GRAM_0011	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.S:1140			Every day she screw four drivers			"[""ɛ"", ""v"", ""ɹ"", ""i"", ""d"", ""eɪ"", ""ʃ"", ""iː"", ""s"", ""k"", ""ɹ"", ""uː"", ""f"", ""ɔ"", ""ɹ"", ""d"", ""ɹ"", ""aɪ"", ""v"", ""ə"", ""ɹ"", ""z""]"	present_3s	drivers	screws drivers	0.302	0.0			4.6247222328466515			22					she	screw	screw	driver	drivers	four	0	0	0	1										0.302	0.0	finiteness_violation	present_3s	finiteness_violation	omitted	verb_phrase	screws	screw	816	850	"{""driver"": 850, ""screw"": 816}"
GRAM_0012	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.S:1140			Every day she screw one driver			"[""ɛ"", ""v"", ""ɹ"", ""i"", ""d"", ""eɪ"", ""ʃ"", ""iː"", ""s"", ""k"", ""ɹ"", ""uː"", ""w"", ""ʌ"", ""n"", ""d"", ""ɹ"", ""aɪ"", ""v"", ""ə"", ""ɹ""]"	present_3s	driver	screws driver	0.302	0.0			4.6247222328466515			21					she	screw	screw	driver	driver	one	0	0	0	1										0.302	0.0	finiteness_violation	present_3s	finiteness_violation	omitted	verb_phrase	screws	screw	816	850	"{""driver"": 850, ""screw"": 816}"
GRAM_0013	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.A-B:7781			Every day they buckles four belts			"[""ɛ"", ""v"", ""ɹ"", ""i"", ""d"", ""eɪ"", ""ð"", ""eɪ"", ""b"", ""ʌ"", ""k"", ""ə"", ""l"", ""z"", ""f"", ""ɔ"", ""ɹ"", ""b"", ""ɛ"", ""l"", ""t"", ""s""]"	present_3s	belts	buckle belts	0.667	0.213			4.044457183487992			22					they	buckle	buckles	belt	belts	four	0	0	0	1										0.667	0.213	finiteness_violation	present_3s	finiteness_violation	added	verb_phrase	buckle	buckles	191	538	"{""belt"": 538, ""buckle"": 191}"
GRAM_0014	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.A-B:7781			Every day they buckles one belt			"[""ɛ"", ""v"", ""ɹ"", ""i"", ""d"", ""eɪ"", ""ð"", ""eɪ"", ""b"", ""ʌ"", ""k"", ""ə"", ""l"", ""z"", ""w"", ""ʌ"", ""n"", ""b"", ""ɛ"", ""l"", ""t""]"	present_3s	belt	buckle belt	0.667	0.213			4.044457183487992			21					they	buckle	buckles	belt	belt	one	0	0	0	1										0.667	0.213	finiteness_violation	present_3s	finiteness_violation	added	verb_phrase	buckle	buckles	191	538	"{""belt"": 538, ""buckle"": 191}"
GRAM_0015	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.C:6319			Every day they crawls one baby			"[""ɛ"", ""v"", ""ɹ"", ""i"", ""d"", ""eɪ"", ""ð"", ""eɪ"", ""k"", ""ɹ"", ""ɔ"", ""l"", ""z"", ""w"", ""ʌ"", ""n"", ""b"", ""eɪ"", ""b"", ""i""]"	present_3s	baby	crawl baby	0.345	0.0			4.893816865704922			20					they	crawl	crawls	baby	baby	one	0	0	0	1										0.345	0.0	finiteness_violation	present_3s	finiteness_violation	added	verb_phrase	crawl	crawls	396	23715	"{""baby"": 23715, ""crawl"": 396}"
GRAM_0016	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.C:6319			Every day they crawls six babies			"[""ɛ"", ""v"", ""ɹ"", ""i"", ""d"", ""eɪ"", ""ð"", ""eɪ"", ""k"", ""ɹ"", ""ɔ"", ""l"", ""z"", ""s"", ""ɪ"", ""k"", ""s"", ""b"", ""eɪ"", ""b"", ""i"", ""z""]"	present_3s	babies	crawl babies	0.345	0.0			4.893816865704922			22					they	crawl	crawls	baby	babies	six	0	0	0	1										0.345	0.0	finiteness_violation	present_3s	finiteness_violation	added	verb_phrase	crawl	crawls	396	23715	"{""baby"": 23715, ""crawl"": 396}"
GRAM_0017	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.D-F:8939			Every day they folds one letter			"[""ɛ"", ""v"", ""ɹ"", ""i"", ""d"", ""eɪ"", ""ð"", ""eɪ"", ""f"", ""oʊ"", ""l"", ""d"", ""z"", ""w"", ""ʌ"", ""n"", ""l"", ""ɛ"", ""t"", ""ə"", ""ɹ""]"	present_3s	letter	fold letter	0.026	0.0			4.426451891708581			21					they	fold	folds	letter	letter	one	0	0	0	1										0.026	0.0	finiteness_violation	present_3s	finiteness_violation	added	verb_phrase	fold	folds	351	1678	"{""fold"": 351, ""letter"": 1678}"
GRAM_0018	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.S:1140			Every day they screws one driver			"[""ɛ"", ""v"", ""ɹ"", ""i"", ""d"", ""eɪ"", ""ð"", ""eɪ"", ""s"", ""k"", ""ɹ"", ""uː"", ""z"", ""w"", ""ʌ"", ""n"", ""d"", ""ɹ"", ""aɪ"", ""v"", ""ə"", ""ɹ""]"	present_3s	driver	screw driver	0.302	0.0			4.6247222328466515			22					they	screw	screws	driver	driver	one	0	0	0	1										0.302	0.0	finiteness_violation	present_3s	finiteness_violation	added	verb_phrase	screw	screws	816	850	"{""driver"": 850, ""screw"": 816}"
GRAM_0019	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.S:1140			Every day they screws two drivers			"[""ɛ"", ""v"", ""ɹ"", ""i"", ""d"", ""eɪ"", ""ð"", ""eɪ"", ""s"", ""k"", ""ɹ"", ""uː"", ""z"", ""t"", ""uː"", ""d"", ""ɹ"", ""aɪ"", ""v"", ""ə"", ""ɹ"", ""z""]"	present_3s	drivers	screw drivers	0.302	0.0			4.6247222328466515			22					they	screw	screws	driver	drivers	two	0	0	0	1										0.302	0.0	finiteness_violation	present_3s	finiteness_violation	added	verb_phrase	screw	screws	816	850	"{""driver"": 850, ""screw"": 816}"
GRAM_0020	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.A-B:7781			He are buckling four belts			"[""h"", ""iː"", ""ɑ"", ""ɹ"", ""b"", ""ʌ"", ""k"", ""l"", ""ɪ"", ""ŋ"", ""f"", ""ɔ"", ""ɹ"", ""b"", ""ɛ"", ""l"", ""t"", ""s""]"	be_progressive	belts	is buckling belts	0.667	0.213			4.044457183487992			18					he	buckle	are	belt	belts	four	0	0	0	1										0.667	0.213	finiteness_violation	be_progressive	finiteness_violation	substituted	verb_phrase	is	are	191	538	"{""belt"": 538, ""buckle"": 191}"
GRAM_0021	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.A-B:7781			He are buckling one belt			"[""h"", ""iː"", ""ɑ"", ""ɹ"", ""b"", ""ʌ"", ""k"", ""l"", ""ɪ"", ""ŋ"", ""w"", ""ʌ"", ""n"", ""b"", ""ɛ"", ""l"", ""t""]"	be_progressive	belt	is buckling belt	0.667	0.213			4.044457183487992			17					he	buckle	are	belt	belt	one	0	0	0	1										0.667	0.213	finiteness_violation	be_progressive	finiteness_violation	substituted	verb_phrase	is	are	191	538	"{""belt"": 538, ""buckle"": 191}"
GRAM_0022	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.C:6319			He are crawling four babies			"[""h"", ""iː"", ""ɑ"", ""ɹ"", ""k"", ""ɹ"", ""ɔ"", ""l"", ""ɪ"", ""ŋ"", ""f"", ""ɔ"", ""ɹ"", ""b"", ""eɪ"", ""b"", ""i"", ""z""]"	be_progressive	babies	is crawling babies	0.345	0.0			4.893816865704922			18					he	crawl	are	baby	babies	four	0	0	0	1										0.345	0.0	finiteness_violation	be_progressive	finiteness_violation	substituted	verb_phrase	is	are	396	23715	"{""baby"": 23715, ""crawl"": 396}"
GRAM_0023	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.C:6319			He are crawling one baby			"[""h"", ""iː"", ""ɑ"", ""ɹ"", ""k"", ""ɹ"", ""ɔ"", ""l"", ""ɪ"", ""ŋ"", ""w"", ""ʌ"", ""n"", ""b"", ""eɪ"", ""b"", ""i""]"	be_progressive	baby	is crawling baby	0.345	0.0			4.893816865704922			17					he	crawl	are	baby	baby	one	0	0	0	1										0.345	0.0	finiteness_violation	be_progressive	finiteness_violation	substituted	verb_phrase	is	are	396	23715	"{""baby"": 23715, ""crawl"": 396}"
GRAM_0024	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.C:6319			He are crawling three babies			"[""h"", ""iː"", ""ɑ"", ""ɹ"", ""k"", ""ɹ"", ""ɔ"", ""l"", ""ɪ"", ""ŋ"", ""θ"", ""ɹ"", ""iː"", ""b"", ""eɪ"", ""b"", ""i"", ""z""]"	be_progressive	babies	is crawling babies	0.345	0.0			4.893816865704922			18					he	crawl	are	baby	babies	three	0	0	0	1										0.345	0.0	finiteness_violation	be_progressive	finiteness_violation	substituted	verb_phrase	is	are	396	23715	"{""baby"": 23715, ""crawl"": 396}"
GRAM_0025	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.C:6319			He are crawling two babies			"[""h"", ""iː"", ""ɑ"", ""ɹ"", ""k"", ""ɹ"", ""ɔ"", ""l"", ""ɪ"", ""ŋ"", ""t"", ""uː"", ""b"", ""eɪ"", ""b"", ""i"", ""z""]"	be_progressive	babies	is crawling babies	0.345	0.0			4.893816865704922			17					he	crawl	are	baby	babies	two	0	0	0	1										0.345	0.0	finiteness_violation	be_progressive	finiteness_violation	substituted	verb_phrase	is	are	396	23715	"{""baby"": 23715, ""crawl"": 396}"
GRAM_0026	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.D-F:8939			He are folding five letters			"[""h"", ""iː"", ""ɑ"", ""ɹ"", ""f"", ""oʊ"", ""l"", ""d"", ""ɪ"", ""ŋ"", ""f"", ""aɪ"", ""v"", ""l"", ""ɛ"", ""t"", ""ə"", ""ɹ"", ""z""]"	be_progressive	letters	is folding letters	0.026	0.0			4.426451891708581			19					he	fold	are	letter	letters	five	0	0	0	1										0.026	0.0	finiteness_violation	be_progressive	finiteness_violation	substituted	verb_phrase	is	are	351	1678	"{""fold"": 351, ""letter"": 1678}"
GRAM_0027	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.D-F:8939			He are folding four letters			"[""h"", ""iː"", ""ɑ"", ""ɹ"", ""f"", ""oʊ"", ""l"", ""d"", ""ɪ"", ""ŋ"", ""f"", ""ɔ"", ""ɹ"", ""l"", ""ɛ"", ""t"", ""ə"", ""ɹ"", ""z""]"	be_progressive	letters	is folding letters	0.026	0.0			4.426451891708581			19					he	fold	are	letter	letters	four	0	0	0	1										0.026	0.0	finiteness_violation	be_progressive	finiteness_violation	substituted	verb_phrase	is	are	351	1678	"{""fold"": 351, ""letter"": 1678}"
GRAM_0028	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.D-F:8939			He are folding one letter			"[""h"", ""iː"", ""ɑ"", ""ɹ"", ""f"", ""oʊ"", ""l"", ""d"", ""ɪ"", ""ŋ"", ""w"", ""ʌ"", ""n"", ""l"", ""ɛ"", ""t"", ""ə"", ""ɹ""]"	be_progressive	letter	is folding letter	0.026	0.0			4.426451891708581			18					he	fold	are	letter	letter	one	0	0	0	1										0.026	0.0	finiteness_violation	be_progressive	finiteness_violation	substituted	verb_phrase	is	are	351	1678	"{""fold"": 351, ""letter"": 1678}"
GRAM_0029	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.L-O:6425			He are nailing two hammers			"[""h"", ""iː"", ""ɑ"", ""ɹ"", ""n"", ""eɪ"", ""l"", ""ɪ"", ""ŋ"", ""t"", ""uː"", ""h"", ""æ"", ""m"", ""ə"", ""ɹ"", ""z""]"	be_progressive	hammers	is nailing hammers	0.622	0.8			4.183248640194977			17					he	nail	are	hammer	hammers	two	0	0	0	1										0.622	0.8	finiteness_violation	be_progressive	finiteness_violation	substituted	verb_phrase	is	are	310	904	"{""hammer"": 904, ""nail"": 310}"
GRAM_0030	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.S:1140			He are screwing four drivers			"[""h"", ""iː"", ""ɑ"", ""ɹ"", ""s"", ""k"", ""ɹ"", ""uː"", ""ɪ"", ""ŋ"", ""f"", ""ɔ"", ""ɹ"", ""d"", ""ɹ"", ""aɪ"", ""v"", ""ə"", ""ɹ"", ""z""]"	be_progressive	drivers	is screwing drivers	0.302	0.0			4.6247222328466515			20					he	screw	are	driver	drivers	four	0	0	0	1										0.302	0.0	finiteness_violation	be_progressive	finiteness_violation	substituted	verb_phrase	is	are	816	850	"{""driver"": 850, ""screw"": 816}"
GRAM_0031	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.S:1140			He are screwing one driver			"[""h"", ""iː"", ""ɑ"", ""ɹ"", ""s"", ""k"", ""ɹ"", ""uː"", ""ɪ"", ""ŋ"", ""w"", ""ʌ"", ""n"", ""d"", ""ɹ"", ""aɪ"", ""v"", ""ə"", ""ɹ""]"	be_progressive	driver	is screwing driver	0.302	0.0			4.6247222328466515			19					he	screw	are	driver	driver	one	0	0	0	1										0.302	0.0	finiteness_violation	be_progressive	finiteness_violation	substituted	verb_phrase	is	are	816	850	"{""driver"": 850, ""screw"": 816}"
GRAM_0032	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.A-B:7781			He do not buckle one belt			"[""h"", ""iː"", ""d"", ""uː"", ""n"", ""ɑ"", ""t"", ""b"", ""ʌ"", ""k"", ""ə"", ""l"", ""w"", ""ʌ"", ""n"", ""b"", ""ɛ"", ""l"", ""t""]"	do_negation	belt	does not buckle belt	0.667	0.213			4.044457183487992			19					he	buckle	do	belt	belt	one	1	0	0	1										0.667	0.213	finiteness_violation	do_negation	finiteness_violation	substituted	verb_phrase	does	do	191	538	"{""belt"": 538, ""buckle"": 191}"
GRAM_0033	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.C:6319			He do not crawl five babies			"[""h"", ""iː"", ""d"", ""uː"", ""n"", ""ɑ"", ""t"", ""k"", ""ɹ"", ""ɔ"", ""l"", ""f"", ""aɪ"", ""v"", ""b"", ""eɪ"", ""b"", ""i"", ""z""]"	do_negation	babies	does not crawl babies	0.345	0.0			4.893816865704922			19					he	crawl	do	baby	babies	five	1	0	0	1										0.345	0.0	finiteness_violation	do_negation	finiteness_violation	substituted	verb_phrase	does	do	396	23715	"{""baby"": 23715, ""crawl"": 396}"
GRAM_0034	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.C:6319			He do not crawl one baby			"[""h"", ""iː"", ""d"", ""uː"", ""n"", ""ɑ"", ""t"", ""k"", ""ɹ"", ""ɔ"", ""l"", ""w"", ""ʌ"", ""n"", ""b"", ""eɪ"", ""b"", ""i""]"	do_negation	baby	does not crawl baby	0.345	0.0			4.893816865704922			18					he	crawl	do	baby	baby	one	1	0	0	1										0.345	0.0	finiteness_violation	do_negation	finiteness_violation	substituted	verb_phrase	does	do	396	23715	"{""baby"": 23715, ""crawl"": 396}"
GRAM_0035	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.D-F:8939			He do not fold one letter			"[""h"", ""iː"", ""d"", ""uː"", ""n"", ""ɑ"", ""t"", ""f"", ""oʊ"", ""l"", ""d"", ""w"", ""ʌ"", ""n"", ""l"", ""ɛ"", ""t"", ""ə"", ""ɹ""]"	do_negation	letter	does not fold letter	0.026	0.0			4.426451891708581			19					he	fold	do	letter	letter	one	1	0	0	1										0.026	0.0	finiteness_violation	do_negation	finiteness_violation	substituted	verb_phrase	does	do	351	1678	"{""fold"": 351, ""letter"": 1678}"
GRAM_0036	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.S:1140			He do not screw one driver			"[""h"", ""iː"", ""d"", ""uː"", ""n"", ""ɑ"", ""t"", ""s"", ""k"", ""ɹ"", ""uː"", ""w"", ""ʌ"", ""n"", ""d"", ""ɹ"", ""aɪ"", ""v"", ""ə"", ""ɹ""]"	do_negation	driver	does not screw driver	0.302	0.0			4.6247222328466515			20					he	screw	do	driver	driver	one	1	0	0	1										0.302	0.0	finiteness_violation	do_negation	finiteness_violation	substituted	verb_phrase	does	do	816	850	"{""driver"": 850, ""screw"": 816}"
GRAM_0037	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.S:1140			He do not screw two drivers			"[""h"", ""iː"", ""d"", ""uː"", ""n"", ""ɑ"", ""t"", ""s"", ""k"", ""ɹ"", ""uː"", ""t"", ""uː"", ""d"", ""ɹ"", ""aɪ"", ""v"", ""ə"", ""ɹ"", ""z""]"	do_negation	drivers	does not screw drivers	0.302	0.0			4.6247222328466515			20					he	screw	do	driver	drivers	two	1	0	0	1										0.302	0.0	finiteness_violation	do_negation	finiteness_violation	substituted	verb_phrase	does	do	816	850	"{""driver"": 850, ""screw"": 816}"
GRAM_0038	Grammaticality	finiteness_violation	0	train	plus	human_reviewed_selected			USF+ds003604-template-abstraction	USF:Cue_Target_Pairs.A-B:7781			Last week he buckle one belt			"[""l"", ""æ"", ""s"", ""t"", ""w"", ""iː"", ""k"", ""h"", ""iː"", ""b"", ""ʌ"", ""k"", ""ə"", ""l"", ""w"", ""ʌ"", ""n"", ""b"", ""ɛ"", ""l"", ""t""]"	simple_past	belt	buckled belt	0.667	0.213			4.044457183487992			21					he	buckle	buckle	belt	belt	one	0	0	0	1										0.667	0.213	finiteness_violation	simple_past	finiteness_violation	omitted	verb_phrase	buckled	buckle	191	538	"{""belt"": 538, ""buckle"": 191}"
