item_id	condition	binary_label	split	sentence	template_family	verb_lemma	object_lemma	violation_type	qc_notes
GRAM_0097	grammatical	1	train	Every day he celebrates two parties	present_3s	celebrate	party	none	
GRAM_0098	grammatical	1	train	Every day he crawls four babies	present_3s	crawl	baby	none	
GRAM_0099	grammatical	1	train	Every day he crawls one baby	present_3s	crawl	baby	none	
GRAM_0100	grammatical	1	train	Every day he folds one letter	present_3s	fold	letter	none	
GRAM_0101	grammatical	1	train	Every day he grabs one bag	present_3s	grab	bag	none	
GRAM_0102	grammatical	1	train	Every day he grabs three bags	present_3s	grab	bag	none	
GRAM_0103	grammatical	1	train	Every day he mixes one drink	present_3s	mix	drink	none	
GRAM_0104	grammatical	1	train	Every day he mixes three drinks	present_3s	mix	drink	none	
GRAM_0105	grammatical	1	train	Every day he notifies four contacts	present_3s	notify	contact	none	
GRAM_0106	grammatical	1	train	Every day he notifies one contact	present_3s	notify	contact	none	
GRAM_0107	grammatical	1	train	Every day he sails four boats	present_3s	sail	boat	none	
GRAM_0108	grammatical	1	train	Every day he sails one boat	present_3s	sail	boat	none	
GRAM_0109	grammatical	1	train	Every day he sails three boats	present_3s	sail	boat	none	
GRAM_0110	grammatical	1	train	Every day he sings one song	present_3s	sing	song	none	
GRAM_0111	grammatical	1	train	Every day he sings three songs	present_3s	sing	song	none	
GRAM_0112	grammatical	1	train	Every day he sings two songs	present_3s	sing	song	none	
GRAM_0113	grammatical	1	train	Every day she buckles four belts	present_3s	buckle	belt	none	
GRAM_0114	grammatical	1	train	Every day she buckles one belt	present_3s	buckle	belt	none	
GRAM_0115	grammatical	1	train	Every day she buckles three belts	present_3s	buckle	belt	none	
GRAM_0116	grammatical	1	train	Every day she buckles two belts	present_3s	buckle	belt	none	
GRAM_0117	grammatical	1	train	Every day she celebrates two birthdays	present_3s	celebrate	birthday	none	
GRAM_0118	grammatical	1	train	Every day she crawls two babies	present_3s	crawl	baby	none	
GRAM_0119	grammatical	1	train	Every day she folds one letter	present_3s	fold	letter	none	
GRAM_0120	grammatical	1	train	Every day she folds two letters	present_3s	fold	letter	none	
GRAM_0121	grammatical	1	train	Every day she mixes two drinks	present_3s	mix	drink	none	
GRAM_0122	grammatical	1	train	Every day she notifies one contact	present_3s	notify	contact	none	
GRAM_0123	grammatical	1	train	Every day she sails one boat	present_3s	sail	boat	none	
GRAM_0124	grammatical	1	train	Every day she sails two boats	present_3s	sail	boat	none	
GRAM_0125	grammatical	1	train	Every day she sings two songs	present_3s	sing	song	none	
GRAM_0126	grammatical	1	train	Every day they buckle one belt	present_3s	buckle	belt	none	
GRAM_0127	grammatical	1	train	Every day they buckle three belts	present_3s	buckle	belt	none	
GRAM_0128	grammatical	1	train	Every day they buckle two belts	present_3s	buckle	belt	none	
GRAM_0129	grammatical	1	train	Every day they fold three letters	present_3s	fold	letter	none	
GRAM_0130	grammatical	1	train	Every day they grab two bags	present_3s	grab	bag	none	
GRAM_0131	grammatical	1	train	Every day they notify one contact	present_3s	notify	contact	none	
GRAM_0132	grammatical	1	train	Every day they sail two boats	present_3s	sail	boat	none	
GRAM_0133	grammatical	1	train	He does not buckle four belts	do_negation	buckle	belt	none	
GRAM_0134	grammatical	1	train	He does not buckle one belt	do_negation	buckle	belt	none	
GRAM_0135	grammatical	1	train	He does not buckle three belts	do_negation	buckle	belt	none	
GRAM_0136	grammatical	1	train	He does not buckle two belts	do_negation	buckle	belt	none	
GRAM_0137	grammatical	1	train	He does not fold three letters	do_negation	fold	letter	none	
GRAM_0138	grammatical	1	train	He does not grab three bags	do_negation	grab	bag	none	
GRAM_0139	grammatical	1	train	He does not grab two bags	do_negation	grab	bag	none	
GRAM_0140	grammatical	1	train	He does not mix three drinks	do_negation	mix	drink	none	
GRAM_0141	grammatical	1	train	He does not mix two drinks	do_negation	mix	drink	none	
GRAM_0142	grammatical	1	train	He does not notify four contacts	do_negation	notify	contact	none	
GRAM_0143	grammatical	1	train	He does not sail four boats	do_negation	sail	boat	none	
GRAM_0144	grammatical	1	train	He does not sail one boat	do_negation	sail	boat	none	
GRAM_0145	grammatical	1	train	He does not sail six boats	do_negation	sail	boat	none	
GRAM_0146	grammatical	1	train	He does not sail three boats	do_negation	sail	boat	none	
GRAM_0147	grammatical	1	train	He does not sail two boats	do_negation	sail	boat	none	
GRAM_0148	grammatical	1	train	He does not sing one song	do_negation	sing	song	none	
GRAM_0149	grammatical	1	train	He does not sing two songs	do_negation	sing	song	none	
GRAM_0150	grammatical	1	train	He is buckling five belts	be_progressive	buckle	belt	none	
GRAM_0151	grammatical	1	train	He is buckling four belts	be_progressive	buckle	belt	none	
GRAM_0152	grammatical	1	train	He is buckling one belt	be_progressive	buckle	belt	none	
GRAM_0153	grammatical	1	train	He is buckling six belts	be_progressive	buckle	belt	none	
GRAM_0154	grammatical	1	train	He is buckling three belts	be_progressive	buckle	belt	none	
GRAM_0155	grammatical	1	train	He is buckling two belts	be_progressive	buckle	belt	none	
GRAM_0156	grammatical	1	train	He is celebrating four parties	be_progressive	celebrate	party	none	
GRAM_0157	grammatical	1	train	He is celebrating three birthdays	be_progressive	celebrate	birthday	none	
GRAM_0158	grammatical	1	train	He is celebrating two birthdays	be_progressive	celebrate	birthday	none	
GRAM_0159	grammatical	1	train	He is crawling one baby	be_progressive	crawl	baby	none	
GRAM_0160	grammatical	1	train	He is crawling six babies	be_progressive	crawl	baby	none	
GRAM_0161	grammatical	1	train	He is crawling three babies	be_progressive	crawl	baby	none	
GRAM_0162	grammatical	1	train	He is feeding three birds	be_progressive	feed	bird	none	
GRAM_0163	grammatical	1	train	He is folding one letter	be_progressive	fold	letter	none	
GRAM_0164	grammatical	1	train	He is folding three letters	be_progressive	fold	letter	none	
GRAM_0165	grammatical	1	train	He is grabbing two bags	be_progressive	grab	bag	none	
GRAM_0166	grammatical	1	train	He is mixing one drink	be_progressive	mix	drink	none	
GRAM_0167	grammatical	1	train	He is mixing three drinks	be_progressive	mix	drink	none	
GRAM_0168	grammatical	1	train	He is mixing two drinks	be_progressive	mix	drink	none	
GRAM_0169	grammatical	1	train	He is notifying one contact	be_progressive	notify	contact	none	
GRAM_0170	grammatical	1	train	He is notifying three contacts	be_progressive	notify	contact	none	
GRAM_0171	grammatical	1	train	He is sailing one boat	be_progressive	sail	boat	none	
GRAM_0172	grammatical	1	train	He is sailing six boats	be_progressive	sail	boat	none	
GRAM_0173	grammatical	1	train	He is sailing three boats	be_progressive	sail	boat	none	
GRAM_0174	grammatical	1	train	He is sailing two boats	be_progressive	sail	boat	none	
GRAM_0175	grammatical	1	train	He is singing four songs	be_progressive	sing	song	none	
GRAM_0176	grammatical	1	train	He is singing one song	be_progressive	sing	song	none	
GRAM_0177	grammatical	1	train	He is singing three songs	be_progressive	sing	song	none	
GRAM_0178	grammatical	1	train	He is singing two songs	be_progressive	sing	song	none	
GRAM_0179	grammatical	1	train	Last week he buckled four belts	simple_past	buckle	belt	none	
GRAM_0180	grammatical	1	train	Last week he celebrated one party	simple_past	celebrate	party	none	
GRAM_0181	grammatical	1	train	Last week he crawled four babies	simple_past	crawl	baby	none	
GRAM_0182	grammatical	1	train	Last week he crawled two babies	simple_past	crawl	baby	none	
GRAM_0183	grammatical	1	train	Last week he folded two letters	simple_past	fold	letter	none	
GRAM_0184	grammatical	1	train	Last week he grabbed one bag	simple_past	grab	bag	none	
GRAM_0185	grammatical	1	train	Last week he grabbed three bags	simple_past	grab	bag	none	
GRAM_0186	grammatical	1	train	Last week he mixed one drink	simple_past	mix	drink	none	
GRAM_0187	grammatical	1	train	Last week he mixed three drinks	simple_past	mix	drink	none	
GRAM_0188	grammatical	1	train	Last week he mixed two drinks	simple_past	mix	drink	none	
GRAM_0189	grammatical	1	train	Last week he notified one contact	simple_past	notify	contact	none	
GRAM_0190	grammatical	1	train	Last week he notified six contacts	simple_past	notify	contact	none	
GRAM_0191	grammatical	1	train	Last week he notified three contacts	simple_past	notify	contact	none	
GRAM_0192	grammatical	1	train	Last week he sailed four boats	simple_past	sail	boat	none	
GRAM_0193	grammatical	1	train	Last week he sailed one boat	simple_past	sail	boat	none	
GRAM_0194	grammatical	1	train	Last week he sailed three boats	simple_past	sail	boat	none	
GRAM_0195	grammatical	1	train	Last week he sailed two boats	simple_past	sail	boat	none	
GRAM_0196	grammatical	1	train	Last week he sang three songs	simple_past	sing	song	none	
GRAM_0197	grammatical	1	train	Last week she buckled four belts	simple_past	buckle	belt	none	
GRAM_0198	grammatical	1	train	Last week she buckled one belt	simple_past	buckle	belt	none	
GRAM_0199	grammatical	1	train	Last week she buckled three belts	simple_past	buckle	belt	none	
GRAM_0200	grammatical	1	train	Last week she buckled two belts	simple_past	buckle	belt	none	
GRAM_0201	grammatical	1	train	Last week she celebrated five birthdays	simple_past	celebrate	birthday	none	
GRAM_0202	grammatical	1	train	Last week she celebrated four birthdays	simple_past	celebrate	birthday	none	
GRAM_0203	grammatical	1	train	Last week she celebrated six parties	simple_past	celebrate	party	none	
GRAM_0204	grammatical	1	train	Last week she crawled one baby	simple_past	crawl	baby	none	
GRAM_0205	grammatical	1	train	Last week she folded one letter	simple_past	fold	letter	none	
GRAM_0206	grammatical	1	train	Last week she folded three letters	simple_past	fold	letter	none	
GRAM_0207	grammatical	1	train	Last week she folded two letters	simple_past	fold	letter	none	
GRAM_0208	grammatical	1	train	Last week she grabbed three bags	simple_past	grab	bag	none	
GRAM_0209	grammatical	1	train	Last week she mixed three drinks	simple_past	mix	drink	none	
GRAM_0210	grammatical	1	train	Last week she notified one contact	simple_past	notify	contact	none	
GRAM_0211	grammatical	1	train	Last week she notified six contacts	simple_past	notify	contact	none	
GRAM_0212	grammatical	1	train	Last week she sailed three boats	simple_past	sail	boat	none	
GRAM_0213	grammatical	1	train	Last week she sang one song	simple_past	sing	song	none	
GRAM_0214	grammatical	1	train	Last week she sang two songs	simple_past	sing	song	none	
GRAM_0215	grammatical	1	train	Last week they buckled one belt	simple_past	buckle	belt	none	
GRAM_0216	grammatical	1	train	Last week they buckled three belts	simple_past	buckle	belt	none	
GRAM_0217	grammatical	1	train	Last week they buckled two belts	simple_past	buckle	belt	none	
GRAM_0218	grammatical	1	train	Last week they celebrated one birthday	simple_past	celebrate	birthday	none	
GRAM_0219	grammatical	1	train	Last week they crawled one baby	simple_past	crawl	baby	none	
GRAM_0220	grammatical	1	train	Last week they folded one letter	simple_past	fold	letter	none	
GRAM_0221	grammatical	1	train	Last week they notified three contacts	simple_past	notify	contact	none	
GRAM_0222	grammatical	1	train	Last week they sailed two boats	simple_past	sail	boat	none	
GRAM_0223	grammatical	1	train	Last week they sang two songs	simple_past	sing	song	none	
GRAM_0224	grammatical	1	train	She does not buckle four belts	do_negation	buckle	belt	none	
GRAM_0225	grammatical	1	train	She does not buckle one belt	do_negation	buckle	belt	none	
GRAM_0226	grammatical	1	train	She does not buckle three belts	do_negation	buckle	belt	none	
GRAM_0227	grammatical	1	train	She does not buckle two belts	do_negation	buckle	belt	none	
GRAM_0228	grammatical	1	train	She does not crawl one baby	do_negation	crawl	baby	none	
GRAM_0229	grammatical	1	train	She does not fold one letter	do_negation	fold	letter	none	
GRAM_0230	grammatical	1	train	She does not fold three letters	do_negation	fold	letter	none	
GRAM_0231	grammatical	1	train	She does not grab four bags	do_negation	grab	bag	none	
GRAM_0232	grammatical	1	train	She does not mix three drinks	do_negation	mix	drink	none	
GRAM_0233	grammatical	1	train	She does not sail four boats	do_negation	sail	boat	none	
GRAM_0234	grammatical	1	train	She does not sail three boats	do_negation	sail	boat	none	
GRAM_0235	grammatical	1	train	She does not sail two boats	do_negation	sail	boat	none	
GRAM_0236	grammatical	1	train	She does not sing one song	do_negation	sing	song	none	
GRAM_0237	grammatical	1	train	She does not sing two songs	do_negation	sing	song	none	
GRAM_0238	grammatical	1	train	She is buckling one belt	be_progressive	buckle	belt	none	
GRAM_0239	grammatical	1	train	She is buckling three belts	be_progressive	buckle	belt	none	
GRAM_0240	grammatical	1	train	She is buckling two belts	be_progressive	buckle	belt	none	
GRAM_0241	grammatical	1	train	She is celebrating three birthdays	be_progressive	celebrate	birthday	none	
GRAM_0242	grammatical	1	train	She is celebrating three parties	be_progressive	celebrate	party	none	
GRAM_0243	grammatical	1	train	She is crawling two babies	be_progressive	crawl	baby	none	
GRAM_0244	grammatical	1	train	She is folding three letters	be_progressive	fold	letter	none	
GRAM_0245	grammatical	1	train	She is grabbing three bags	be_progressive	grab	bag	none	
GRAM_0246	grammatical	1	train	She is mixing one drink	be_progressive	mix	drink	none	
GRAM_0247	grammatical	1	train	She is notifying four contacts	be_progressive	notify	contact	none	
GRAM_0248	grammatical	1	train	She is notifying one contact	be_progressive	notify	contact	none	
GRAM_0249	grammatical	1	train	She is sailing three boats	be_progressive	sail	boat	none	
GRAM_0250	grammatical	1	train	She is singing five songs	be_progressive	sing	song	none	
GRAM_0251	grammatical	1	train	She is singing three songs	be_progressive	sing	song	none	
GRAM_0252	grammatical	1	train	She is singing two songs	be_progressive	sing	song	none	
GRAM_0253	grammatical	1	train	They are buckling four belts	be_progressive	buckle	belt	none	
GRAM_0254	grammatical	1	train	They are buckling one belt	be_progressive	buckle	belt	none	
GRAM_0255	grammatical	1	train	They are buckling three belts	be_progressive	buckle	belt	none	
GRAM_0256	grammatical	1	train	They are buckling two belts	be_progressive	buckle	belt	none	
GRAM_0257	grammatical	1	train	They are crawling three babies	be_progressive	crawl	baby	none	
GRAM_0258	grammatical	1	train	They are crawling two babies	be_progressive	crawl	baby	none	
GRAM_0259	grammatical	1	train	They are mixing one drink	be_progressive	mix	drink	none	
GRAM_0260	grammatical	1	train	They do not buckle four belts	do_negation	buckle	belt	none	
GRAM_0261	grammatical	1	train	They do not buckle one belt	do_negation	buckle	belt	none	
GRAM_0262	grammatical	1	train	They do not buckle six belts	do_negation	buckle	belt	none	
GRAM_0263	grammatical	1	train	They do not buckle two belts	do_negation	buckle	belt	none	
GRAM_0264	grammatical	1	train	They do not crawl three babies	do_negation	crawl	baby	none	
GRAM_0265	grammatical	1	train	They do not fold one letter	do_negation	fold	letter	none	
GRAM_0266	grammatical	1	train	They do not fold three letters	do_negation	fold	letter	none	
GRAM_0267	grammatical	1	train	They do not fold two letters	do_negation	fold	letter	none	
GRAM_0268	grammatical	1	train	They do not sing one song	do_negation	sing	song	none	
GRAM_0269	grammatical	1	train	They do not sing three songs	do_negation	sing	song	none	
GRAM_0270	grammatical	1	train	They do not sing two songs	do_negation	sing	song	none	
GRAM_0271	plurality_violation	0	train	Every day he dumps five garbage	present_3s	dump	garbage	omitted	
GRAM_0272	plurality_violation	0	train	Every day he dumps six garbage	present_3s	dump	garbage	omitted	
GRAM_0273	plurality_violation	0	train	Every day he sails two boat	present_3s	sail	boat	omitted	
GRAM_0274	plurality_violation	0	train	Every day he screws six driver	present_3s	screw	driver	omitted	
GRAM_0275	plurality_violation	0	train	Every day he screws two driver	present_3s	screw	driver	omitted	
GRAM_0276	plurality_violation	0	train	Every day he sounds one noises	present_3s	sound	noise	added	
GRAM_0277	plurality_violation	0	train	Every day he sounds two noise	present_3s	sound	noise	omitted	
GRAM_0278	plurality_violation	0	train	Every day he tackles six football	present_3s	tackle	football	omitted	
GRAM_0279	plurality_violation	0	train	Every day he tackles two football	present_3s	tackle	football	omitted	
GRAM_0280	plurality_violation	0	train	Every day she brushes two hair	present_3s	brush	hair	omitted	
GRAM_0281	plurality_violation	0	train	Every day she dumps one garbage	present_3s	dump	garbage	added	
GRAM_0282	plurality_violation	0	train	Every day she sails two boat	present_3s	sail	boat	omitted	
GRAM_0283	plurality_violation	0	train	Every day she screws two driver	present_3s	screw	driver	omitted	
GRAM_0284	plurality_violation	0	train	Every day she tackles two football	present_3s	tackle	football	omitted	
GRAM_0285	plurality_violation	0	train	Every day they brush two hair	present_3s	brush	hair	omitted	
GRAM_0286	plurality_violation	0	train	Every day they dump six garbage	present_3s	dump	garbage	omitted	
GRAM_0287	plurality_violation	0	train	Every day they dump two garbage	present_3s	dump	garbage	omitted	
GRAM_0288	plurality_violation	0	train	Every day they envy two jealousy	present_3s	envy	jealousy	omitted	unseen_phase1:jealousy
GRAM_0289	plurality_violation	0	train	Every day they sail two boat	present_3s	sail	boat	omitted	
GRAM_0290	plurality_violation	0	train	Every day they screw two driver	present_3s	screw	driver	omitted	
GRAM_0291	plurality_violation	0	train	Every day they tackle one footballs	present_3s	tackle	football	added	
GRAM_0292	plurality_violation	0	train	Every day they tackle two football	present_3s	tackle	football	omitted	
GRAM_0293	plurality_violation	0	train	He does not brush two hair	do_negation	brush	hair	omitted	
GRAM_0294	plurality_violation	0	train	He does not dump two garbage	do_negation	dump	garbage	omitted	
GRAM_0295	plurality_violation	0	train	He does not screw four driver	do_negation	screw	driver	omitted	
GRAM_0296	plurality_violation	0	train	He does not screw one drivers	do_negation	screw	driver	added	
GRAM_0297	plurality_violation	0	train	He does not screw two driver	do_negation	screw	driver	omitted	
GRAM_0298	plurality_violation	0	train	He does not sound two noise	do_negation	sound	noise	omitted	
GRAM_0299	plurality_violation	0	train	He does not tackle one footballs	do_negation	tackle	football	added	
GRAM_0300	plurality_violation	0	train	He is envying four jealousy	be_progressive	envy	jealousy	omitted	unseen_phase1:jealousy
GRAM_0301	plurality_violation	0	train	He is envying two jealousy	be_progressive	envy	jealousy	omitted	unseen_phase1:jealousy
GRAM_0302	plurality_violation	0	train	He is sailing two boat	be_progressive	sail	boat	omitted	
GRAM_0303	plurality_violation	0	train	He is screwing two driver	be_progressive	screw	driver	omitted	
GRAM_0304	plurality_violation	0	train	He is tackling one footballs	be_progressive	tackle	football	added	
GRAM_0305	plurality_violation	0	train	Last week he brushed two hair	simple_past	brush	hair	omitted	
GRAM_0306	plurality_violation	0	train	Last week he dumped two garbage	simple_past	dump	garbage	omitted	
GRAM_0307	plurality_violation	0	train	Last week he envied two jealousy	simple_past	envy	jealousy	omitted	unseen_phase1:jealousy
GRAM_0308	plurality_violation	0	train	Last week he sailed one boats	simple_past	sail	boat	added	
GRAM_0309	plurality_violation	0	train	Last week he sailed two boat	simple_past	sail	boat	omitted	
GRAM_0310	plurality_violation	0	train	Last week he screwed three driver	simple_past	screw	driver	omitted	
GRAM_0311	plurality_violation	0	train	Last week he screwed two driver	simple_past	screw	driver	omitted	
GRAM_0312	plurality_violation	0	train	Last week he sounded two noise	simple_past	sound	noise	omitted	
GRAM_0313	plurality_violation	0	train	Last week he tackled four football	simple_past	tackle	football	omitted	
GRAM_0314	plurality_violation	0	train	Last week he tackled two football	simple_past	tackle	football	omitted	
GRAM_0315	plurality_violation	0	train	Last week she dumped six garbage	simple_past	dump	garbage	omitted	
GRAM_0316	plurality_violation	0	train	Last week she dumped two garbage	simple_past	dump	garbage	omitted	
GRAM_0317	plurality_violation	0	train	Last week she sailed two boat	simple_past	sail	boat	omitted	
